place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.splits.rel,run.splits.uri
61,yoq048jz,https://www.speedrun.com/sm64/run/yoq048jz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=nsSSa2H9u0s'}],,verified,j2wnprnj,2025-02-25T12:16:57Z,"[{'rel': 'user', 'id': 'j5q9m3nj', 'uri': 'https://www.speedrun.com/api/v1/users/j5q9m3nj'}]",2025-02-25,2025-02-25T10:16:06Z,PT8M22S,502,PT8M22S,502,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
61,yje04p7m,https://www.speedrun.com/sm64/run/yje04p7m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=tO2B2hUTdiY'}],,verified,j2wnprnj,2025-04-11T03:50:13Z,"[{'rel': 'user', 'id': '8rm455qj', 'uri': 'https://www.speedrun.com/api/v1/users/8rm455qj'}]",2025-04-07,2025-04-07T16:49:17Z,PT8M22S,502,PT8M22S,502,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
64,zgqn38ey,https://www.speedrun.com/sm64/run/zgqn38ey,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1548889879'}],,verified,qxkm6mj0,2022-08-01T12:39:32Z,"[{'rel': 'user', 'id': 'v810d5rx', 'uri': 'https://www.speedrun.com/api/v1/users/v810d5rx'}]",2022-07-31,2022-08-01T04:20:58Z,PT8M24S,504,PT8M24S,504,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
64,y4l9j9kz,https://www.speedrun.com/sm64/run/y4l9j9kz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2193465705'}],i would like to announce t hat t his run is not perfevct and it has mistakes,verified,8lpgwllj,2024-07-09T22:10:27Z,"[{'rel': 'user', 'id': 'x3w377ej', 'uri': 'https://www.speedrun.com/api/v1/users/x3w377ej'}]",2024-07-09,2024-07-09T20:27:15Z,PT8M24S,504,PT8M24S,504,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
66,z1vl7gjz,https://www.speedrun.com/sm64/run/z1vl7gjz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/aDLG2Yi85Wk?si=4tFu5yTmkRgJBuzM'}],"my laptop was not plugged in while i was recording on accident, video quality drops from time to time ",verified,zx7gkrx7,2025-02-19T16:59:06Z,"[{'rel': 'user', 'id': 'j2wnprnj', 'uri': 'https://www.speedrun.com/api/v1/users/j2wnprnj'}]",2025-02-18,2025-02-18T11:18:17Z,PT8M26S,506,PT8M26S,506,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
67,mk0704xz,https://www.speedrun.com/sm64/run/mk0704xz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=6EYLpa-8scM'}],cool,verified,qxkm6mj0,2023-06-05T12:38:56Z,"[{'rel': 'user', 'id': 'x72zygq8', 'uri': 'https://www.speedrun.com/api/v1/users/x72zygq8'}]",2023-06-04,2023-06-05T04:49:53Z,PT8M28S,508,PT8M28S,508,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
68,y62okl6z,https://www.speedrun.com/sm64/run/y62okl6z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1867805559'}],,verified,j4232gmx,2023-07-10T16:33:35Z,"[{'rel': 'user', 'id': 'joo4ykej', 'uri': 'https://www.speedrun.com/api/v1/users/joo4ykej'}]",2023-07-10,2023-07-09T23:09:38Z,PT8M33S,513,PT8M33S,513,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
69,znp350vm,https://www.speedrun.com/sm64/run/znp350vm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=4N3zIVZhoFI'}],"How to blj

mod note: retimed to 8:34",verified,qxkm6mj0,2022-05-06T21:01:55Z,"[{'rel': 'user', 'id': '18v7n5n8', 'uri': 'https://www.speedrun.com/api/v1/users/18v7n5n8'}]",2022-05-06,2022-05-06T18:53:50Z,PT8M34S,514,PT8M34S,514,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
70,mk4w3dvy,https://www.speedrun.com/sm64/run/mk4w3dvy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=Euk9REz82iE'}],,verified,e8e9ze2j,2018-02-21T10:25:38Z,"[{'rel': 'user', 'id': 'kjp9p28q', 'uri': 'https://www.speedrun.com/api/v1/users/kjp9p28q'}]",2018-02-20,2018-02-20T21:46:22Z,PT8M36S,516,PT8M36S,516,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
70,y65kdn1z,https://www.speedrun.com/sm64/run/y65kdn1z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/9wGrjMyZFPE'}],,verified,e8e9ze2j,2020-09-03T22:55:05Z,"[{'rel': 'user', 'id': 'qxkk329x', 'uri': 'https://www.speedrun.com/api/v1/users/qxkk329x'}]",2020-08-31,2020-08-31T05:20:59Z,PT8M36S,516,PT8M36S,516,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
72,yo097v5y,https://www.speedrun.com/sm64/run/yo097v5y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/t0n_xsLsSlI'}],,verified,pj0zm38w,2024-03-21T15:24:09Z,"[{'rel': 'user', 'id': 'xyrkgynj', 'uri': 'https://www.speedrun.com/api/v1/users/xyrkgynj'}]",2024-03-20,2024-03-20T23:54:25Z,PT8M38S,518,PT8M38S,518,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
73,zqj8nv9m,https://www.speedrun.com/sm64/run/zqj8nv9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=evmVrlPj-XI'}],,verified,qxkm6mj0,2023-07-27T11:30:19Z,"[{'rel': 'user', 'id': 'jn9qe22x', 'uri': 'https://www.speedrun.com/api/v1/users/jn9qe22x'}]",2023-07-23,2023-07-23T19:19:13Z,PT8M39S,519,PT8M39S,519,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/b0ef
74,zglnr5dm,https://www.speedrun.com/sm64/run/zglnr5dm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.bilibili.com/video/BV1Jp4y1d7Jj'}],.,verified,j4232gmx,2024-02-23T15:59:42Z,"[{'rel': 'user', 'id': '8lpv62lj', 'uri': 'https://www.speedrun.com/api/v1/users/8lpv62lj'}]",2023-12-27,2024-02-20T02:00:05Z,PT8M44S,524,PT8M44S,524,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
75,y4lrl1dz,https://www.speedrun.com/sm64/run/y4lrl1dz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2224678326'}],Insane 2nd try DDD skip,verified,8lpgwllj,2024-08-16T23:27:06Z,"[{'rel': 'user', 'id': 'kj9novo8', 'uri': 'https://www.speedrun.com/api/v1/users/kj9novo8'}]",2024-08-15,2024-08-15T04:26:51Z,PT8M46S,526,PT8M46S,526,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
76,y9v662nm,https://www.speedrun.com/sm64/run/y9v662nm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/AiGxahsyoYM'}],mod note: changed category from 120 star to 0 star,verified,qxkm6mj0,2022-06-09T15:47:04Z,"[{'rel': 'user', 'id': '8l02n628', 'uri': 'https://www.speedrun.com/api/v1/users/8l02n628'}]",2022-06-09,2022-06-09T14:34:31Z,PT8M50S,530,PT8M50S,530,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
76,y2pggk9z,https://www.speedrun.com/sm64/run/y2pggk9z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/EePeKJ9CoXo'}],,verified,qxkm6mj0,2022-06-15T13:09:35Z,"[{'rel': 'user', 'id': 'xk4rk32j', 'uri': 'https://www.speedrun.com/api/v1/users/xk4rk32j'}]",2022-06-14,2022-06-15T03:53:48Z,PT8M50S,530,PT8M50S,530,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
78,y4l138kz,https://www.speedrun.com/sm64/run/y4l138kz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=S8-AHJb7AuA'}],"horrible run

Mod note: retimed to 8:53(.966)",verified,j2w1w5lj,2024-07-22T15:50:33Z,"[{'rel': 'user', 'id': '8en063p8', 'uri': 'https://www.speedrun.com/api/v1/users/8en063p8'}]",2024-07-22,2024-07-22T00:46:28Z,PT8M53S,533,PT8M53S,533,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
79,z5k42kjz,https://www.speedrun.com/sm64/run/z5k42kjz,o1y9wo6q,,xk9gg6d0,"[{'uri': 'https://www.youtube.com/watch?v=pewWc4GuWuc'}, {'uri': 'https://www.youtube.com/watch?v=GgMcp_vJgvY'}]","Although I missed the final goal, I still got sub9, which is a good PB.

(Played on Project64 1.6)

Full Video:https://www.youtube.com/watch?v=pewWc4GuWuc",verified,qxk4wo6j,2024-01-29T04:41:48Z,"[{'rel': 'user', 'id': 'j26ewg7x', 'uri': 'https://www.speedrun.com/api/v1/users/j26ewg7x'}]",2024-01-28,2024-01-28T10:35:58Z,PT8M54S,534,PT8M54S,534,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
80,mr920g4m,https://www.speedrun.com/sm64/run/mr920g4m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/fmkrrCtqaHA'}],,verified,zx7gkrx7,2020-12-08T21:43:19Z,"[{'rel': 'user', 'id': 'qj2rklpx', 'uri': 'https://www.speedrun.com/api/v1/users/qj2rklpx'}]",2020-12-03,2020-12-03T09:54:27Z,PT8M59S,539,PT8M59S,539,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
81,m3r43jqm,https://www.speedrun.com/sm64/run/m3r43jqm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=wZRjLsqasYw'}],"mod note: retimed to 9:00(.20)
retimed using first frame of sm64 logo @ 1.33 as described in rules",verified,qxkm6mj0,2021-07-11T20:24:24Z,"[{'rel': 'user', 'id': 'jo3o7dej', 'uri': 'https://www.speedrun.com/api/v1/users/jo3o7dej'}]",2021-07-11,2021-07-11T20:15:14Z,PT9M,540,PT9M,540,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
81,yjddnp7y,https://www.speedrun.com/sm64/run/yjddnp7y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=XP_QPEogE7I'}],>Accidentally doing DDD Skip not having ever performed it in my life before.,verified,j4232gmx,2022-09-14T03:37:30Z,"[{'rel': 'user', 'id': 'pj0eny48', 'uri': 'https://www.speedrun.com/api/v1/users/pj0eny48'}]",2022-09-12,2022-09-14T00:28:43Z,PT9M,540,PT9M,540,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
83,yvq5ro8m,https://www.speedrun.com/sm64/run/yvq5ro8m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/VR156w8YSNk'}],"ai ai ai ai ai, ai ai ai, ser bandido é bom demais, olha só o que ela faz, quando vê a peça do paii

mod note: selected emulator checkbox",verified,qxkm6mj0,2022-03-07T14:40:44Z,"[{'rel': 'user', 'id': '863719q8', 'uri': 'https://www.speedrun.com/api/v1/users/863719q8'}]",2021-12-05,2022-03-07T00:53:13Z,PT9M6S,546,PT9M6S,546,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
84,y2pke6jz,https://www.speedrun.com/sm64/run/y2pke6jz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1508503030'}],ult ddd skip lmao,verified,qxkm6mj0,2022-06-19T22:09:52Z,"[{'rel': 'user', 'id': '8vkqwknj', 'uri': 'https://www.speedrun.com/api/v1/users/8vkqwknj'}]",2022-06-19,2022-06-19T21:43:53Z,PT9M10S,550,PT9M10S,550,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
85,zqjok78m,https://www.speedrun.com/sm64/run/zqjok78m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/lKlOswzrmfk'}],,verified,j03z503j,2023-08-23T05:46:32Z,"[{'rel': 'user', 'id': '8d3mywlx', 'uri': 'https://www.speedrun.com/api/v1/users/8d3mywlx'}]",2023-08-19,2023-08-19T20:57:46Z,PT9M15S,555,PT9M15S,555,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
86,pm3v76z0,https://www.speedrun.com/sm64/run/pm3v76z0,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm13005054'}],,verified,,,"[{'rel': 'guest', 'name': '[jp]もっこり (Mokkori)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%82%82%E3%81%A3%E3%81%93%E3%82%8A+%28Mokkori%29'}]",2010-12-12,,PT9M17S,557,PT9M17S,557,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
87,yvrv04ez,https://www.speedrun.com/sm64/run/yvrv04ez,o1y9wo6q,,xk9gg6d0,"[{'uri': 'https://www.twitch.tv/videos/1508362560'}, {'uri': 'https://youtu.be/R_DNrCxgfiA'}]",https://www.twitch.tv/videos/1508362560,verified,qxkm6mj0,2022-06-19T21:30:48Z,"[{'rel': 'user', 'id': 'xkmp5p7j', 'uri': 'https://www.speedrun.com/api/v1/users/xkmp5p7j'}]",2022-06-19,2022-06-19T19:14:55Z,PT9M19S,559,PT9M19S,559,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
87,zq78k3rm,https://www.speedrun.com/sm64/run/zq78k3rm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/oRC1eIdofZ0'}],died twice in bits lmfao but sub 9:30 and league points,verified,qxkm6mj0,2022-06-22T13:25:15Z,"[{'rel': 'user', 'id': '8g5772rj', 'uri': 'https://www.speedrun.com/api/v1/users/8g5772rj'}]",2022-06-22,2022-06-21T22:44:04Z,PT9M19S,559,PT9M19S,559,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
89,y2p2dv5z,https://www.speedrun.com/sm64/run/y2p2dv5z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1511176492'}],"mod note: retimed to 9:21(.13), timer started late",verified,qxkm6mj0,2022-06-23T13:13:53Z,"[{'rel': 'user', 'id': '863k2ww8', 'uri': 'https://www.speedrun.com/api/v1/users/863k2ww8'}]",2022-06-22,2022-06-22T19:42:15Z,PT9M21S,561,PT9M21S,561,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
90,y80d3jdm,https://www.speedrun.com/sm64/run/y80d3jdm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/xizN4_NYsi8'}],Mod note: Retimed to 9:23,verified,j4232gmx,2023-01-12T02:41:25Z,"[{'rel': 'user', 'id': 'zx7dz1vx', 'uri': 'https://www.speedrun.com/api/v1/users/zx7dz1vx'}]",2023-01-11,2023-01-11T15:46:55Z,PT9M23S,563,PT9M23S,563,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/abtq
90,z0jrk44y,https://www.speedrun.com/sm64/run/z0jrk44y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=34NCq8DFmjQ&t'}],"Lol

mod note: leave milliseconds field clear when submitting, set Verified field to Yes when submitting, please crop less at the top and bottom of the screen for future submissions (HUD elements are partially offscreen), retimed to 9:23",verified,qxkm6mj0,2023-06-14T14:29:49Z,"[{'rel': 'user', 'id': 'xz06gme8', 'uri': 'https://www.speedrun.com/api/v1/users/xz06gme8'}]",2023-06-12,2023-06-12T20:10:08Z,PT9M23S,563,PT9M23S,563,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
92,me97n82z,https://www.speedrun.com/sm64/run/me97n82z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/905219787'}],,verified,v8159vlj,2021-02-07T23:29:44Z,"[{'rel': 'user', 'id': '86v01k5j', 'uri': 'https://www.speedrun.com/api/v1/users/86v01k5j'}]",2021-02-07,2021-02-07T20:33:13Z,PT9M24S,564,PT9M24S,564,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
93,z5g92ogm,https://www.speedrun.com/sm64/run/z5g92ogm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2308626921'}],,verified,8lpgwllj,2024-11-28T02:09:57Z,"[{'rel': 'user', 'id': 'v81k2epj', 'uri': 'https://www.speedrun.com/api/v1/users/v81k2epj'}]",2024-11-23,2024-11-23T00:11:26Z,PT9M27S,567,PT9M27S,567,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
94,y4kv1pdm,https://www.speedrun.com/sm64/run/y4kv1pdm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/uy2Z1yMCL8k'}],"This is legit my 1st attempt ever, I got 1st try dddskip but everything else was disastrous.",verified,pj0zm38w,2024-01-21T21:49:36Z,"[{'rel': 'user', 'id': 'xz27094x', 'uri': 'https://www.speedrun.com/api/v1/users/xz27094x'}]",2024-01-21,2024-01-21T14:22:18Z,PT9M31S,571,PT9M31S,571,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
95,zn1kp89m,https://www.speedrun.com/sm64/run/zn1kp89m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=klD2w0zSt6I'}],I dont have to do this anymore PogU,verified,v8159vlj,2021-04-29T00:22:31Z,"[{'rel': 'user', 'id': 'j2yzn568', 'uri': 'https://www.speedrun.com/api/v1/users/j2yzn568'}]",2021-04-28,2021-04-28T12:19:24Z,PT9M36S,576,PT9M36S,576,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
96,z08gj94m,https://www.speedrun.com/sm64/run/z08gj94m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=o_Ncgz-pl_Y'}],,verified,8q316z7j,2025-04-14T21:59:34Z,"[{'rel': 'user', 'id': '8ee7z5p8', 'uri': 'https://www.speedrun.com/api/v1/users/8ee7z5p8'}]",2025-04-10,2025-04-10T16:42:41Z,PT9M57S,597,PT9M57S,597,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
97,mkqnvplm,https://www.speedrun.com/sm64/run/mkqnvplm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2046410958'}],hi,verified,qxk241kx,2024-01-29T15:37:58Z,"[{'rel': 'user', 'id': '8vok3myx', 'uri': 'https://www.speedrun.com/api/v1/users/8vok3myx'}]",2024-01-28,2024-01-28T19:59:32Z,PT10M,600,PT10M,600,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
98,m7nre80z,https://www.speedrun.com/sm64/run/m7nre80z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=Gib7upA9k0c'}],and with this I completed all five categories,verified,8lpgwllj,2024-07-04T23:39:40Z,"[{'rel': 'user', 'id': 'xk3md7m8', 'uri': 'https://www.speedrun.com/api/v1/users/xk3md7m8'}]",2024-06-30,2024-07-03T23:45:43Z,PT10M13S,613,PT10M13S,613,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
99,y998x1ky,https://www.speedrun.com/sm64/run/y998x1ky,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=xrusQXDkaqg'}],,verified,1xyky4n8,2021-06-12T15:01:54Z,"[{'rel': 'user', 'id': '8ge9k0rj', 'uri': 'https://www.speedrun.com/api/v1/users/8ge9k0rj'}]",2021-06-09,2021-06-10T00:57:53Z,PT10M14S,614,PT10M14S,614,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
99,zq89xl8z,https://www.speedrun.com/sm64/run/zq89xl8z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=lKWFJZmixXs'}],Mod note: removed ms,verified,pj0zm38w,2024-04-25T13:49:23Z,"[{'rel': 'user', 'id': '8d0125lx', 'uri': 'https://www.speedrun.com/api/v1/users/8d0125lx'}]",2024-04-25,2024-04-25T03:12:28Z,PT10M14S,614,PT10M14S,614,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
101,y8od43nm,https://www.speedrun.com/sm64/run/y8od43nm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/_TmNwzNnDq4'}],"DDDeez nuts

mod note: toggled the emulator checkbox at the bottom of the form to avoid auto rejection",verified,j2w1w5lj,2025-01-15T17:35:58Z,"[{'rel': 'user', 'id': '8r1gmg6j', 'uri': 'https://www.speedrun.com/api/v1/users/8r1gmg6j'}]",2025-01-14,2025-01-15T03:03:42Z,PT10M18S,618,PT10M18S,618,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
102,y21rj95z,https://www.speedrun.com/sm64/run/y21rj95z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/546612891'}],POG SUB 10 COMING SOON,verified,v815edqj,2020-02-04T10:18:41Z,"[{'rel': 'user', 'id': 'qj2l346x', 'uri': 'https://www.speedrun.com/api/v1/users/qj2l346x'}]",2020-02-03,2020-02-04T07:59:38Z,PT10M36S,636,PT10M36S,636,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
103,dy4n7qml,https://www.speedrun.com/sm64/run/dy4n7qml,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm9282173'}],"mod note:  verified: no due missing video, linked video is a different run by the same runner",verified,,,"[{'rel': 'guest', 'name': '[jp]なまえがない (No-NamE)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%81%AA%E3%81%BE%E3%81%88%E3%81%8C%E3%81%AA%E3%81%84+%28No-NamE%29'}]",2010-03-31,2024-04-17T14:37:08Z,PT10M40S,640,PT10M40S,640,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,4qyxop3l,,
104,mrk7x62y,https://www.speedrun.com/sm64/run/mrk7x62y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/UdxxzRaKbyA'}],first 0 run poggers,verified,7j47lplj,2020-06-10T03:58:35Z,"[{'rel': 'user', 'id': 'v81eydrj', 'uri': 'https://www.speedrun.com/api/v1/users/v81eydrj'}]",2020-06-09,2020-06-09T19:29:34Z,PT10M57S,657,PT10M57S,657,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
105,y2kg01wy,https://www.speedrun.com/sm64/run/y2kg01wy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1999493321'}],"idk whether to keep verified on or off but on was default

mod note: leave verified set to 'Yes' and leave milliseconds field clear when submitting, retimed to 11:03. there is a slight constant audio delay in this video, please try to fix this for future submissions",verified,qxkm6mj0,2023-12-15T01:23:31Z,"[{'rel': 'user', 'id': '8lrkpl78', 'uri': 'https://www.speedrun.com/api/v1/users/8lrkpl78'}]",2023-12-08,2023-12-09T15:22:35Z,PT11M3S,663,PT11M3S,663,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
106,y6n47w6z,https://www.speedrun.com/sm64/run/y6n47w6z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1425319096'}],"... ok

mod note: video corrupted at the start",verified,zx7gkrx7,2022-03-17T03:47:56Z,"[{'rel': 'user', 'id': '86nz1n0x', 'uri': 'https://www.speedrun.com/api/v1/users/86nz1n0x'}]",2022-03-16,2022-03-16T14:58:27Z,PT11M10S,670,PT11M10S,670,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,4qyxop3l,,
106,yvpxwd6y,https://www.speedrun.com/sm64/run/yvpxwd6y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=hCd-Y1eRdhk'}],,verified,qxkm6mj0,2023-07-29T13:05:33Z,"[{'rel': 'user', 'id': '8w1rr94x', 'uri': 'https://www.speedrun.com/api/v1/users/8w1rr94x'}]",2023-07-29,2023-07-29T09:12:07Z,PT11M10S,670,PT11M10S,670,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
108,1zqpv9ml,https://www.speedrun.com/sm64/run/1zqpv9ml,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/pokeblok/v/45266482'}],First keyboard 0 star.,verified,,,"[{'rel': 'user', 'id': 'v8lo348m', 'uri': 'https://www.speedrun.com/api/v1/users/v8lo348m'}]",2014-10-23,,PT11M21S,681,PT11M21S,681,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
109,z12e2pjy,https://www.speedrun.com/sm64/run/z12e2pjy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/rAiNn2XnxgA'}],Finally,verified,qxkm6mj0,2022-03-24T14:49:48Z,"[{'rel': 'user', 'id': '8r7zwndj', 'uri': 'https://www.speedrun.com/api/v1/users/8r7zwndj'}]",2022-03-24,2022-03-24T09:37:44Z,PT11M33S,693,PT11M33S,693,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
110,zn7669vm,https://www.speedrun.com/sm64/run/zn7669vm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1426637745'}],only took like 5 hours,verified,qxkm6mj0,2022-03-15T23:25:12Z,"[{'rel': 'user', 'id': 'j0vkm73x', 'uri': 'https://www.speedrun.com/api/v1/users/j0vkm73x'}]",2022-03-14,2022-03-15T03:47:56Z,PT11M36S,696,PT11M36S,696,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
111,y4j7gqqy,https://www.speedrun.com/sm64/run/y4j7gqqy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/GkiuacuvJYw?si=Cy3N7GHYhY7n4XQI'}],"First 0 Star Run/Potentially Last TikTok PB

mod note: changed game region from 'None' to 'JPN / NTSC' to avoid auto rejection",verified,8lpgwllj,2025-01-19T23:05:34Z,"[{'rel': 'user', 'id': '8qrrp27j', 'uri': 'https://www.speedrun.com/api/v1/users/8qrrp27j'}]",2025-01-18,2025-01-19T09:14:51Z,PT11M49S,709,PT11M49S,709,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
