place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.splits.rel,run.splits.uri,run.videos
11,yvl3wr6z,https://www.speedrun.com/sm64/run/yvl3wr6z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1969924846'}],"En la vastedad del abecedario, un girasol bailaba con pingüinos escandalosos mientras las montañas tejían bufandas de algodón de azúcar. En el rincón de una galaxia distante, los cangrejos cantaban ópera mientras las nubes de algodón bailaban el tango con los árboles parlantes. Mientras tanto, en un rincón perdido del universo, una cuchara se rebelaba contra la tiranía de las tostadoras, reclamando su derecho a volar con los elefantes rosados que jugaban al ajedrez con estrellas de mar. Y así, en el caos cósmico de lo absurdo, las mariposas jugaban al escondite con los agujeros negros, mientras las palabras flotaban en el vacío, tratando desesperadamente de encontrar su significado en el eco etéreo del silencio.

mod note: retimed to 1:42:54,  verified: no due to external capture",verified,zx7gkrx7,2024-03-08T03:38:16Z,"[{'rel': 'user', 'id': 'xk4zke6j', 'uri': 'https://www.speedrun.com/api/v1/users/xk4zke6j'}]",2024-03-07,2024-03-07T00:38:17Z,PT1H42M54S,6174,PT1H42M54S,6174,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,4qyxop3l,,,
12,y412x2ny,https://www.speedrun.com/sm64/run/y412x2ny,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/463597996'}],,verified,e8e6edj0,2019-08-08T14:58:31Z,"[{'rel': 'user', 'id': 'dx35yzej', 'uri': 'https://www.speedrun.com/api/v1/users/dx35yzej'}]",2019-07-27,2019-08-07T00:53:46Z,PT1H43M31S,6211,PT1H43M31S,6211,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
13,yl446jnm,https://www.speedrun.com/sm64/run/yl446jnm,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/279960215'}],the grind is finally over,verified,18qrq47j,2018-07-02T15:29:14Z,"[{'rel': 'user', 'id': '98rp5e6j', 'uri': 'https://www.speedrun.com/api/v1/users/98rp5e6j'}]",2018-07-02,2018-07-02T05:36:51Z,PT1H43M32S,6212,PT1H43M32S,6212,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
14,y6gn6j6m,https://www.speedrun.com/sm64/run/y6gn6j6m,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/lRuK8tzkdzE'}],,verified,8q316z7j,2025-01-25T20:51:16Z,"[{'rel': 'user', 'id': '8ek14278', 'uri': 'https://www.speedrun.com/api/v1/users/8ek14278'}]",2025-01-23,2025-01-23T17:41:26Z,PT1H43M58S,6238,PT1H43M58S,6238,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
15,yo715r0m,https://www.speedrun.com/sm64/run/yo715r0m,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1095202229'}],"145 skip
mod note: retimed to 1:44:14",verified,qxkm6mj0,2021-07-23T03:13:44Z,"[{'rel': 'user', 'id': 'pj0l653j', 'uri': 'https://www.speedrun.com/api/v1/users/pj0l653j'}]",2021-07-23,2021-07-23T01:41:38Z,PT1H44M14S,6254,PT1H44M14S,6254,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
16,y81kr2xz,https://www.speedrun.com/sm64/run/y81kr2xz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/FpkZnvWv7Qs'}],huge pb but im not done yet. this ones for you Lance,verified,1xyky4n8,2019-11-30T17:04:58Z,"[{'rel': 'user', 'id': 'kj9vd9ox', 'uri': 'https://www.speedrun.com/api/v1/users/kj9vd9ox'}]",2019-11-29,2019-11-29T19:45:30Z,PT1H44M16S,6256,PT1H44M16S,6256,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/4uyb,
17,z1njgnry,https://www.speedrun.com/sm64/run/z1njgnry,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/VA97hM8grM0'}],1:38:30 lol,verified,qxk4wo6j,2024-07-24T17:01:26Z,"[{'rel': 'user', 'id': 'kj9z6pn8', 'uri': 'https://www.speedrun.com/api/v1/users/kj9z6pn8'}]",2024-07-23,2024-07-23T23:06:02Z,PT1H44M22S,6262,PT1H44M22S,6262,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
18,yoq5951z,https://www.speedrun.com/sm64/run/yoq5951z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/2411873067'}],PB 1:44:26.033,verified,8e6k1loj,2025-03-22T07:53:39Z,"[{'rel': 'user', 'id': '8enge328', 'uri': 'https://www.speedrun.com/api/v1/users/8enge328'}]",2025-03-22,2025-03-22T00:14:53Z,PT1H44M26S,6266,PT1H44M26S,6266,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
19,mko9l9lz,https://www.speedrun.com/sm64/run/mko9l9lz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/kSBa91oKxxY'}],mod note: retimed to 1:44:47,verified,zx7gkrx7,2025-03-14T02:46:41Z,"[{'rel': 'user', 'id': 'xz27v1nx', 'uri': 'https://www.speedrun.com/api/v1/users/xz27v1nx'}]",2024-12-11,2024-12-11T02:29:49Z,PT1H44M47S,6287,PT1H44M47S,6287,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
20,y9j4gxvm,https://www.speedrun.com/sm64/run/y9j4gxvm,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/2042709301'}],,verified,j2w1w5lj,2024-07-05T18:32:30Z,"[{'rel': 'user', 'id': 'v810d5rx', 'uri': 'https://www.speedrun.com/api/v1/users/v810d5rx'}]",2024-01-24,2024-07-04T17:36:17Z,PT1H44M48S,6288,PT1H44M48S,6288,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
21,z5edp95z,https://www.speedrun.com/sm64/run/z5edp95z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1713767940'}],huge,verified,zx7gkrx7,2023-01-22T03:38:58Z,"[{'rel': 'user', 'id': 'zxzl7508', 'uri': 'https://www.speedrun.com/api/v1/users/zxzl7508'}]",2023-01-21,2023-01-21T05:19:30Z,PT1H45M34S,6334,PT1H45M34S,6334,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
22,ydlp040z,https://www.speedrun.com/sm64/run/ydlp040z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=dy8INl_3dKY'}],mod note: retimed to 1:45:53,verified,zx7gkrx7,2024-11-03T01:14:33Z,"[{'rel': 'user', 'id': 'xzlq0er8', 'uri': 'https://www.speedrun.com/api/v1/users/xzlq0er8'}]",2024-11-01,2024-11-01T08:57:34Z,PT1H45M53S,6353,PT1H45M53S,6353,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
23,ywg0700z,https://www.speedrun.com/sm64/run/ywg0700z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/2100293925'}],crazy pace qualifier no reset,verified,8lpgwllj,2024-03-24T23:40:47Z,"[{'rel': 'user', 'id': '8g5772rj', 'uri': 'https://www.speedrun.com/api/v1/users/8g5772rj'}]",2024-03-24,2024-03-24T17:57:56Z,PT1H45M54S,6354,PT1H45M54S,6354,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
24,y629wgjz,https://www.speedrun.com/sm64/run/y629wgjz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=YE9ozQW3r5U&ab_channel=amsix'}],Mod note: Retimed to 1:45:57,verified,j4232gmx,2023-06-20T15:48:25Z,"[{'rel': 'user', 'id': 'jmpp51ej', 'uri': 'https://www.speedrun.com/api/v1/users/jmpp51ej'}]",2023-06-18,2023-06-18T19:32:51Z,PT1H45M57S,6357,PT1H45M57S,6357,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
25,y9vgnqkm,https://www.speedrun.com/sm64/run/y9vgnqkm,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1532077699'}],"1:43 soon

mod note: verified: no due to intermittent audio corruption (e.g. wild blue, metal cap)",verified,zx7gkrx7,2022-07-15T18:46:55Z,"[{'rel': 'user', 'id': '8rpv21dj', 'uri': 'https://www.speedrun.com/api/v1/users/8rpv21dj'}]",2022-07-15,2022-07-15T00:36:03Z,PT1H46M9S,6369,PT1H46M9S,6369,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,4qyxop3l,splits.io,https://splits.io/api/v3/runs/9mjp,
26,yd65wgvz,https://www.speedrun.com/sm64/run/yd65wgvz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=H5MuRL-9PGU'}],Edit 2/20/25: Updated with new video link due to upcoming Twitch storage limit,verified,8q316z7j,2025-02-22T01:49:26Z,"[{'rel': 'user', 'id': 'zxzn5rex', 'uri': 'https://www.speedrun.com/api/v1/users/zxzn5rex'}]",2019-07-11,2019-07-12T02:41:40Z,PT1H46M17S,6377,PT1H46M17S,6377,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
27,znv0e09m,https://www.speedrun.com/sm64/run/znv0e09m,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=cB0P2YyNO0I'}],"My goal for the league was 1:45, but I think this is close enough, so I don't have any intention of playing more 120 star for now.

Run starts at 6:11 in the video (sorry!)",verified,zx7gkrx7,2023-06-17T22:52:29Z,"[{'rel': 'user', 'id': '5j5097nx', 'uri': 'https://www.speedrun.com/api/v1/users/5j5097nx'}]",2023-06-17,2023-06-17T09:33:56Z,PT1H46M19S,6379,PT1H46M19S,6379,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
28,mrxp79dm,https://www.speedrun.com/sm64/run/mrxp79dm,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=CYEYdmTgkaw&ab_channel=Spiny'}],,verified,zx7gkrx7,2024-11-11T02:04:22Z,"[{'rel': 'user', 'id': 'xkpgw42j', 'uri': 'https://www.speedrun.com/api/v1/users/xkpgw42j'}]",2024-11-09,2024-11-09T15:07:14Z,PT1H46M33S,6393,PT1H46M33S,6393,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
29,8y8o5dm1,https://www.speedrun.com/sm64/run/8y8o5dm1,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/cheese05/v/42688382'}],lol emu,verified,,,"[{'rel': 'user', 'id': 'v814mkp8', 'uri': 'https://www.speedrun.com/api/v1/users/v814mkp8'}]",2014-08-22,,PT1H46M43S,6403,PT1H46M43S,6403,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
30,8yvnwomo,https://www.speedrun.com/sm64/run/8yvnwomo,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=Im16x6B84TI'}],,verified,zx7gkrx7,2024-07-31T02:19:07Z,"[{'rel': 'user', 'id': 'pj0e6nm8', 'uri': 'https://www.speedrun.com/api/v1/users/pj0e6nm8'}]",2013-03-12,2023-10-01T22:40:03Z,PT1H46M45S,6405,PT1H46M45S,6405,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
31,y2gnee5z,https://www.speedrun.com/sm64/run/y2gnee5z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1886622455'}],kinda crazy lowkey,verified,zx7gkrx7,2023-08-01T19:43:43Z,"[{'rel': 'user', 'id': 'jo3v1n0j', 'uri': 'https://www.speedrun.com/api/v1/users/jo3v1n0j'}]",2023-07-31,2023-07-31T19:14:01Z,PT1H46M49S,6409,PT1H46M49S,6409,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
32,ywg0gw9z,https://www.speedrun.com/sm64/run/ywg0gw9z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=NVNaJ0V04ag'}],,verified,zx7gkrx7,2024-03-25T02:23:55Z,"[{'rel': 'user', 'id': 'qjnw4rdj', 'uri': 'https://www.speedrun.com/api/v1/users/qjnw4rdj'}]",2024-02-09,2024-03-23T12:46:22Z,PT1H46M52S,6412,PT1H46M52S,6412,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
33,zn702v8m,https://www.speedrun.com/sm64/run/zn702v8m,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/BtXbx8g9sq8'}],,verified,qxkm6mj0,2022-01-12T19:19:45Z,"[{'rel': 'user', 'id': '8geo5gpj', 'uri': 'https://www.speedrun.com/api/v1/users/8geo5gpj'}]",2022-01-11,2022-01-12T18:13:34Z,PT1H46M54S,6414,PT1H46M54S,6414,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
34,zp60lvgm,https://www.speedrun.com/sm64/run/zp60lvgm,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=pi6OXdeSL20'}],"Gracias a este tiempo nos posicionamos como El mejor mexicano en 120 estrellas (Martin,future,JD,Miguel,Aldo y Adrian los amo)
Puedes seguirme en mi Página de Facebook: https://www.facebook.com/Tit0MEX_64-1 ⭐

Muchisimas gracias a todos por el apoyo tanto a Speedruns LATAM y Hermanos69

mod note: retimed to 1:46:59",verified,zx7gkrx7,2024-02-27T03:38:39Z,"[{'rel': 'user', 'id': '86v9945j', 'uri': 'https://www.speedrun.com/api/v1/users/86v9945j'}]",2024-02-25,2024-02-25T01:38:52Z,PT1H46M59S,6419,PT1H46M59S,6419,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
35,zx8k855m,https://www.speedrun.com/sm64/run/zx8k855m,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/QWlfLYSYGUY'}],,verified,qxkm6mj0,2022-08-10T21:18:58Z,"[{'rel': 'user', 'id': 'zx7qg1y8', 'uri': 'https://www.speedrun.com/api/v1/users/zx7qg1y8'}]",2022-08-10,2022-08-10T01:41:45Z,PT1H47M31S,6451,PT1H47M31S,6451,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
36,y27n395z,https://www.speedrun.com/sm64/run/y27n395z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1181787712'}],"trash, but gimme dem points 
mod note: retimed to 1:47:42",verified,qxkm6mj0,2021-10-20T15:18:32Z,"[{'rel': 'user', 'id': 'j51q9668', 'uri': 'https://www.speedrun.com/api/v1/users/j51q9668'}]",2021-10-20,2021-10-20T06:22:05Z,PT1H47M42S,6462,PT1H47M42S,6462,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
37,zx7n4v5y,https://www.speedrun.com/sm64/run/zx7n4v5y,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/82Lc-5UmXu8'}],"didn't lose time over my pb on any split until THI, then lost the Koopa race...",verified,zx7gkrx7,2022-06-07T21:46:01Z,"[{'rel': 'user', 'id': '18vkpmej', 'uri': 'https://www.speedrun.com/api/v1/users/18vkpmej'}]",2022-06-06,2022-06-07T07:24:25Z,PT1H47M46S,6466,PT1H47M46S,6466,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/9grv,
38,m3j58dqz,https://www.speedrun.com/sm64/run/m3j58dqz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=eQKK6WKay0o&t=2s'}],"Finally sub 1:48!

Mod note: Retimed to 1:47:51(.066)",verified,j2w1w5lj,2024-07-31T20:03:43Z,"[{'rel': 'user', 'id': '8lr5gl78', 'uri': 'https://www.speedrun.com/api/v1/users/8lr5gl78'}]",2024-07-30,2024-07-30T22:04:39Z,PT1H47M51S,6471,PT1H47M51S,6471,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
39,z5ljd8ey,https://www.speedrun.com/sm64/run/z5ljd8ey,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/ozYyACEsbvk?si=_TegrRSNTaESidJo'}],,verified,zx7gkrx7,2024-12-28T00:50:42Z,"[{'rel': 'user', 'id': 'zxzqlnrx', 'uri': 'https://www.speedrun.com/api/v1/users/zxzqlnrx'}]",2024-12-26,2024-12-26T13:47:25Z,PT1H47M53S,6473,PT1H47M53S,6473,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
40,y9kqllez,https://www.speedrun.com/sm64/run/y9kqllez,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/2045892529'}],,verified,zx7gkrx7,2024-01-28T22:23:39Z,"[{'rel': 'user', 'id': 'j20qnrlx', 'uri': 'https://www.speedrun.com/api/v1/users/j20qnrlx'}]",2024-01-27,2024-01-28T04:27:15Z,PT1H48M11S,6491,PT1H48M11S,6491,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
41,y4gkr9ky,https://www.speedrun.com/sm64/run/y4gkr9ky,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/XDoPdNFInT0'}],1:49 Skip noice,verified,zx7gkrx7,2023-02-22T22:04:18Z,"[{'rel': 'user', 'id': 'xkm3lk7j', 'uri': 'https://www.speedrun.com/api/v1/users/xkm3lk7j'}]",2023-02-22,2023-02-22T07:07:20Z,PT1H48M28S,6508,PT1H48M28S,6508,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
42,zxxr2rqz,https://www.speedrun.com/sm64/run/zxxr2rqz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/C7wO2YJJG24'}],"SI TILIN! SIIIIIIIIIIII

mod note: checked emulator box to avoid auto rejection",verified,8vkn1mnj,2024-11-11T00:46:51Z,"[{'rel': 'user', 'id': 'j9v2rgox', 'uri': 'https://www.speedrun.com/api/v1/users/j9v2rgox'}]",2024-11-07,2024-11-08T00:29:03Z,PT1H48M34S,6514,PT1H48M34S,6514,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
42,y9e0q3vz,https://www.speedrun.com/sm64/run/y9e0q3vz,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/HalEOKhrbvc'}],,verified,8e6k1loj,2025-05-22T06:22:47Z,"[{'rel': 'user', 'id': 'jo1o36nx', 'uri': 'https://www.speedrun.com/api/v1/users/jo1o36nx'}]",2025-05-21,2025-05-21T02:25:41Z,PT1H48M34S,6514,PT1H48M34S,6514,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
44,z08r1qem,https://www.speedrun.com/sm64/run/z08r1qem,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/OUhnxXdy3Jc'}],Fun and bad w/good ending.,verified,j2w1w5lj,2025-01-12T16:56:55Z,"[{'rel': 'user', 'id': '8qrrp27j', 'uri': 'https://www.speedrun.com/api/v1/users/8qrrp27j'}]",2025-01-11,2025-01-11T09:19:15Z,PT1H48M38S,6518,PT1H48M38S,6518,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
45,zpkk9qny,https://www.speedrun.com/sm64/run/zpkk9qny,o1y9wo6q,,wkpoo02r,[{'uri': 'https://youtu.be/LmxN8Y4Y-Bk?si=f51iiA46VALd1wR-'}],Done as part of a 207 run,verified,j2w1w5lj,2025-03-12T02:42:51Z,"[{'rel': 'user', 'id': '8dw9onoj', 'uri': 'https://www.speedrun.com/api/v1/users/8dw9onoj'}]",2025-03-09,2025-03-10T07:21:34Z,PT1H48M43S,6523,PT1H48M43S,6523,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
46,zp2406xy,https://www.speedrun.com/sm64/run/zp2406xy,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.youtube.com/watch?v=zRSrg0QsE0Q'}],Poggers,verified,qxkm6mj0,2021-12-18T13:37:51Z,"[{'rel': 'user', 'id': '18qowewj', 'uri': 'https://www.speedrun.com/api/v1/users/18qowewj'}]",2021-12-18,2021-12-18T12:10:45Z,PT1H48M45S,6525,PT1H48M45S,6525,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
47,y62w2q0z,https://www.speedrun.com/sm64/run/y62w2q0z,o1y9wo6q,,wkpoo02r,[{'uri': 'https://www.twitch.tv/videos/1900801568'}],"shoutouts to katzi

mod note: retimed to 1:48:51",verified,zx7gkrx7,2023-08-21T00:48:41Z,"[{'rel': 'user', 'id': 'qj2pr078', 'uri': 'https://www.speedrun.com/api/v1/users/qj2pr078'}]",2023-08-16,2023-08-17T02:05:31Z,PT1H48M51S,6531,PT1H48M51S,6531,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/b3wb,
