place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.splits.rel,run.splits.uri,run.videos
11,zpk80pgy,https://www.speedrun.com/sm64/run/zpk80pgy,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/2355172407'}],Mod Note: Retimed to 7:12.36,verified,j2wnprnj,2025-01-17T01:00:43Z,"[{'rel': 'user', 'id': '86nnlvqx', 'uri': 'https://www.speedrun.com/api/v1/users/86nnlvqx'}]",2025-01-16,2025-01-16T21:36:04Z,PT7M12.360S,432.36,PT7M12.360S,432.36,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
12,y4g4wlny,https://www.speedrun.com/sm64/run/y4g4wlny,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=3-MCwBPh01g'}],,verified,qxkm6mj0,2023-04-05T12:48:37Z,"[{'rel': 'user', 'id': 'zxzn3w9x', 'uri': 'https://www.speedrun.com/api/v1/users/zxzn3w9x'}]",2023-04-05,2023-04-05T05:25:49Z,PT7M19.630S,439.63,PT7M19.630S,439.63,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
13,ywx1d69m,https://www.speedrun.com/sm64/run/ywx1d69m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=1t1sb-BZZhQ'}],FS :skull emoji:,verified,8lpgwllj,2024-07-12T22:26:37Z,"[{'rel': 'user', 'id': '18qowewj', 'uri': 'https://www.speedrun.com/api/v1/users/18qowewj'}]",2024-07-12,2024-07-12T14:44:40Z,PT7M21.460S,441.46,PT7M21.460S,441.46,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
14,1zqqv85z,https://www.speedrun.com/sm64/run/1zqqv85z,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=QlWeM9emaEs'}],,verified,48grkp1x,2016-09-18T16:55:30Z,"[{'rel': 'user', 'id': 'o866w58z', 'uri': 'https://www.speedrun.com/api/v1/users/o866w58z'}]",2016-09-19,2016-09-18T16:55:30Z,PT7M21.570S,441.57,PT7M21.570S,441.57,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
15,y98xw7ez,https://www.speedrun.com/sm64/run/y98xw7ez,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=PmJ5mWrPsw4'}],,verified,qxkm6mj0,2023-07-04T13:42:59Z,"[{'rel': 'user', 'id': 'qxkqkmmx', 'uri': 'https://www.speedrun.com/api/v1/users/qxkqkmmx'}]",2023-07-03,2023-07-04T04:15:27Z,PT7M22.330S,442.33,PT7M22.330S,442.33,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
16,ywx11x0m,https://www.speedrun.com/sm64/run/ywx11x0m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/McWhTp23ucw'}],azugwhaghwiaufwahicuhaichiaw (bljs),verified,zx7gkrx7,2025-03-15T03:13:47Z,"[{'rel': 'user', 'id': 'jmolpwo8', 'uri': 'https://www.speedrun.com/api/v1/users/jmolpwo8'}]",2024-07-11,2024-07-11T17:32:49Z,PT7M22.530S,442.53,PT7M22.530S,442.53,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
17,ywnrdppy,https://www.speedrun.com/sm64/run/ywnrdppy,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/1998198595'}],this is now my proudest speedrun ever!,verified,qxk241kx,2023-12-08T13:35:32Z,"[{'rel': 'user', 'id': 'pj0l653j', 'uri': 'https://www.speedrun.com/api/v1/users/pj0l653j'}]",2023-12-08,2023-12-08T02:58:25Z,PT7M26.010S,446.01,PT7M26.010S,446.01,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
18,zpqoovry,https://www.speedrun.com/sm64/run/zpqoovry,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=9zGeClM98jc'}],,verified,e8e6edj0,2018-03-01T16:50:32Z,"[{'rel': 'guest', 'name': '[jp]アキラ (Akira)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%82%A2%E3%82%AD%E3%83%A9+%28Akira%29'}]",2016-08-15,2018-03-01T16:50:32Z,PT7M26.940S,446.94,PT7M26.940S,446.94,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
19,y8p3vxwz,https://www.speedrun.com/sm64/run/y8p3vxwz,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/KhqepvNM69w'}],,verified,8lpgwllj,2024-07-07T06:52:35Z,"[{'rel': 'user', 'id': 'xzlelze8', 'uri': 'https://www.speedrun.com/api/v1/users/xzlelze8'}]",2024-07-07,2024-07-07T06:40:17Z,PT7M27.730S,447.73,PT7M27.730S,447.73,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
20,ywrq45nm,https://www.speedrun.com/sm64/run/ywrq45nm,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/sKxyJf3-LRU'}],,verified,qxk241kx,2023-06-09T13:27:11Z,"[{'rel': 'user', 'id': '0jm36qe8', 'uri': 'https://www.speedrun.com/api/v1/users/0jm36qe8'}]",2023-06-09,2023-06-09T02:39:38Z,PT7M27.910S,447.91,PT7M27.910S,447.91,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
21,z0n2q2om,https://www.speedrun.com/sm64/run/z0n2q2om,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=RHHemQ7YJ_s'}],amarec recording unfortunately had no audio so im submitting the vod,verified,qxkm6mj0,2023-04-02T11:56:06Z,"[{'rel': 'user', 'id': '81611olx', 'uri': 'https://www.speedrun.com/api/v1/users/81611olx'}]",2023-03-31,2023-04-02T00:53:47Z,PT7M28.430S,448.43,PT7M28.430S,448.43,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
22,yd09orqz,https://www.speedrun.com/sm64/run/yd09orqz,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/779090885'}],Ants are Strong,verified,e8e9ze2j,2020-10-23T14:53:10Z,"[{'rel': 'user', 'id': '5j52dgqj', 'uri': 'https://www.speedrun.com/api/v1/users/5j52dgqj'}]",2020-10-23,2020-10-23T08:51:53Z,PT7M28.440S,448.44,PT7M28.440S,448.44,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
23,yl463o3m,https://www.speedrun.com/sm64/run/yl463o3m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=yZXce716TME'}],,verified,68wg36qx,2018-12-05T23:07:20Z,"[{'rel': 'user', 'id': '0jml0zy8', 'uri': 'https://www.speedrun.com/api/v1/users/0jml0zy8'}]",2018-12-06,2018-12-05T22:18:36Z,PT7M28.780S,448.78,PT7M28.780S,448.78,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
24,mew7j09m,https://www.speedrun.com/sm64/run/mew7j09m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/Ak62UZYNzuA?si=SELuxxM5Cr3NyMaG'}],27/03/2024 :),verified,8q316z7j,2025-04-01T20:48:16Z,"[{'rel': 'user', 'id': '8r2w1n3x', 'uri': 'https://www.speedrun.com/api/v1/users/8r2w1n3x'}]",2024-03-27,2024-03-27T19:50:46Z,PT7M29.450S,449.45,PT7M29.450S,449.45,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
25,zge9o8ey,https://www.speedrun.com/sm64/run/zge9o8ey,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=_TXsro61AXU'}],,verified,j03z503j,2023-08-14T05:00:55Z,"[{'rel': 'user', 'id': '8w139m3x', 'uri': 'https://www.speedrun.com/api/v1/users/8w139m3x'}]",2023-08-12,2023-08-12T03:21:51Z,PT7M30.680S,450.68,PT7M30.680S,450.68,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
26,y6g0wk1m,https://www.speedrun.com/sm64/run/y6g0wk1m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=FCGtgwVoS4o'}],,verified,j2w1w5lj,2025-02-01T20:18:54Z,"[{'rel': 'user', 'id': '8lr0m1v8', 'uri': 'https://www.speedrun.com/api/v1/users/8lr0m1v8'}]",2023-06-29,2025-02-01T15:02:01Z,PT7M31.200S,451.2,PT7M31.200S,451.2,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
27,m701p55y,https://www.speedrun.com/sm64/run/m701p55y,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=Oa-JbroBDVo'}],Dedicated to James Dickinson Irvin II.,verified,qxkm6mj0,2023-04-23T18:37:40Z,"[{'rel': 'user', 'id': 'jp47de4j', 'uri': 'https://www.speedrun.com/api/v1/users/jp47de4j'}]",2023-04-23,2023-04-23T17:57:37Z,PT7M31.430S,451.43,PT7M31.430S,451.43,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
28,z5kv44ez,https://www.speedrun.com/sm64/run/z5kv44ez,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=_4e16oqBnlQ&t=463s'}],2x soon,verified,8w139m3x,2023-11-13T09:55:00Z,"[{'rel': 'user', 'id': '8qo0gd7j', 'uri': 'https://www.speedrun.com/api/v1/users/8qo0gd7j'}]",2023-11-13,2023-11-13T06:59:42Z,PT7M31.630S,451.63,PT7M31.630S,451.63,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
29,y485xxkm,https://www.speedrun.com/sm64/run/y485xxkm,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=p6PMlwWEebw'}],,verified,qxkm6mj0,2021-12-08T14:32:04Z,"[{'rel': 'user', 'id': 'j2ylqn68', 'uri': 'https://www.speedrun.com/api/v1/users/j2ylqn68'}]",2021-12-08,2021-12-08T14:31:42Z,PT7M32.450S,452.45,PT7M32.450S,452.45,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
30,yw24p39y,https://www.speedrun.com/sm64/run/yw24p39y,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/iq72pijamjg'}],,verified,8q316z7j,2025-05-09T15:07:52Z,"[{'rel': 'user', 'id': 'xkp9696j', 'uri': 'https://www.speedrun.com/api/v1/users/xkp9696j'}]",2025-05-09,2025-05-09T01:20:13Z,PT7M32.530S,452.53,PT7M32.530S,452.53,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
31,ylnd4qxz,https://www.speedrun.com/sm64/run/ylnd4qxz,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=KO9HRb9dzhg&t=129s'}],"i know the video drops frames, if its needed to be set as not verified thats all good",verified,j4232gmx,2023-02-27T14:46:00Z,"[{'rel': 'user', 'id': '8wlk4n4j', 'uri': 'https://www.speedrun.com/api/v1/users/8wlk4n4j'}]",2023-02-26,2023-02-26T21:30:14Z,PT7M32.930S,452.93,PT7M32.930S,452.93,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
32,mew9o20m,https://www.speedrun.com/sm64/run/mew9o20m,o1y9wo6q,,7kjpp4k3,"[{'uri': 'https://www.twitch.tv/videos/2096116128'}, {'uri': 'https://youtu.be/-YwkHVUgiQU?si=00wPOkt0aQYl6MQc'}]",https://www.twitch.tv/videos/2096116128,verified,8lpgwllj,2024-03-20T23:36:38Z,"[{'rel': 'user', 'id': '8e6k1loj', 'uri': 'https://www.speedrun.com/api/v1/users/8e6k1loj'}]",2024-03-20,2024-03-20T10:19:46Z,PT7M33.010S,453.01,PT7M33.010S,453.01,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
33,z1x68lrm,https://www.speedrun.com/sm64/run/z1x68lrm,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/CwyW6yMkX3k'}],,verified,v8lem77x,2021-10-27T23:01:41Z,"[{'rel': 'user', 'id': '48g979rx', 'uri': 'https://www.speedrun.com/api/v1/users/48g979rx'}]",2021-10-27,2021-10-27T22:20:00Z,PT7M33.190S,453.19,PT7M33.190S,453.19,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,splits.io,https://splits.io/api/v3/runs/8ht2,
34,yvnvov6m,https://www.speedrun.com/sm64/run/yvnvov6m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/k___NpPZ7PE'}],LBLJ and BitS were bad,verified,8lpgwllj,2025-02-24T21:33:13Z,"[{'rel': 'user', 'id': 'jn227vqj', 'uri': 'https://www.speedrun.com/api/v1/users/jn227vqj'}]",2025-02-21,2025-02-21T10:58:21Z,PT7M33.600S,453.6,PT7M33.600S,453.6,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
35,z1kw3jwy,https://www.speedrun.com/sm64/run/z1kw3jwy,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/2055091818'}],1234567890,verified,j4232gmx,2024-02-07T18:47:43Z,"[{'rel': 'user', 'id': 'xz9z40r8', 'uri': 'https://www.speedrun.com/api/v1/users/xz9z40r8'}]",2024-02-06,2024-02-06T18:52:46Z,PT7M33.610S,453.61,PT7M33.610S,453.61,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
36,y69xpgjy,https://www.speedrun.com/sm64/run/y69xpgjy,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=C4KXsldndOY'}],,verified,qxkm6mj0,2021-09-15T21:20:09Z,"[{'rel': 'user', 'id': '18v62qyx', 'uri': 'https://www.speedrun.com/api/v1/users/18v62qyx'}]",2021-09-15,2021-09-15T21:07:37Z,PT7M34.030S,454.03,PT7M34.030S,454.03,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
37,y8p3jjxz,https://www.speedrun.com/sm64/run/y8p3jjxz,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/HvOsmuIRZQQ'}],2/5,verified,8dggvvo8,2024-07-08T02:02:03Z,"[{'rel': 'user', 'id': '8lpgwllj', 'uri': 'https://www.speedrun.com/api/v1/users/8lpgwllj'}]",2024-07-08,2024-07-08T00:30:59Z,PT7M34.260S,454.26,PT7M34.260S,454.26,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
37,zqqkov5z,https://www.speedrun.com/sm64/run/zqqkov5z,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/OyrChSN_0bY'}],,verified,8lpgwllj,2024-07-10T23:22:09Z,"[{'rel': 'user', 'id': '8vo90m5x', 'uri': 'https://www.speedrun.com/api/v1/users/8vo90m5x'}]",2024-07-10,2024-07-10T20:36:43Z,PT7M34.260S,454.26,PT7M34.260S,454.26,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
39,zg2940ey,https://www.speedrun.com/sm64/run/zg2940ey,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=LFVCUGjDL60'}],,verified,qxkm6mj0,2023-03-28T12:38:31Z,"[{'rel': 'user', 'id': 'qxk4wo6j', 'uri': 'https://www.speedrun.com/api/v1/users/qxk4wo6j'}]",2023-03-27,2023-03-28T02:13:59Z,PT7M35.050S,455.05,PT7M35.050S,455.05,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
40,zx36xj8z,https://www.speedrun.com/sm64/run/zx36xj8z,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=XUmBKMBiDpw'}],shoutouts to weegee and suigi and gtm and trey,verified,qxkm6mj0,2023-06-06T12:40:11Z,"[{'rel': 'user', 'id': '1xyd46wx', 'uri': 'https://www.speedrun.com/api/v1/users/1xyd46wx'}]",2023-06-06,2023-06-06T04:23:16Z,PT7M35.520S,455.52,PT7M35.520S,455.52,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
41,yoxn427y,https://www.speedrun.com/sm64/run/yoxn427y,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/2ITdwdFhDQQ'}],,verified,8lpgwllj,2024-09-16T23:01:43Z,"[{'rel': 'user', 'id': '81q1oq5j', 'uri': 'https://www.speedrun.com/api/v1/users/81q1oq5j'}]",2024-09-14,2024-09-14T19:13:44Z,PT7M35.710S,455.71,PT7M35.710S,455.71,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,
42,zn0p8k7y,https://www.speedrun.com/sm64/run/zn0p8k7y,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=K_c4cDOA6r4'}],,verified,qxkm6mj0,2021-09-10T01:06:27Z,"[{'rel': 'user', 'id': '1xypyovx', 'uri': 'https://www.speedrun.com/api/v1/users/1xypyovx'}]",2021-09-05,2021-09-10T01:06:27Z,PT7M36.150S,456.15,PT7M36.150S,456.15,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
42,z0q74p9m,https://www.speedrun.com/sm64/run/z0q74p9m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/2230080239'}],,verified,8lpgwllj,2024-08-21T23:45:55Z,"[{'rel': 'user', 'id': '8d4ywn58', 'uri': 'https://www.speedrun.com/api/v1/users/8d4ywn58'}]",2024-08-20,2024-08-21T15:03:55Z,PT7M36.150S,456.15,PT7M36.150S,456.15,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
44,zng4k98m,https://www.speedrun.com/sm64/run/zng4k98m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=2JdofSq1gTY'}],,verified,zx7gkrx7,2025-05-04T02:16:30Z,"[{'rel': 'user', 'id': 'xkzm1z9x', 'uri': 'https://www.speedrun.com/api/v1/users/xkzm1z9x'}]",2025-04-18,2025-05-02T21:46:56Z,PT7M36.920S,456.92,PT7M36.920S,456.92,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
45,y4jwvqdy,https://www.speedrun.com/sm64/run/y4jwvqdy,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.twitch.tv/videos/2338898971'}],,verified,8lpgwllj,2024-12-31T20:03:32Z,"[{'rel': 'user', 'id': '864vnd5j', 'uri': 'https://www.speedrun.com/api/v1/users/864vnd5j'}]",2024-12-29,2024-12-29T13:27:00Z,PT7M37.330S,457.33,PT7M37.330S,457.33,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
46,zngrrplm,https://www.speedrun.com/sm64/run/zngrrplm,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://youtu.be/vkZzYSnRTDw'}],Yippee!,verified,zx7gkrx7,2025-05-10T02:08:34Z,"[{'rel': 'user', 'id': '8v57kgvj', 'uri': 'https://www.speedrun.com/api/v1/users/8v57kgvj'}]",2025-05-09,2025-05-09T11:40:33Z,PT7M37.360S,457.36,PT7M37.360S,457.36,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
47,zp0n988m,https://www.speedrun.com/sm64/run/zp0n988m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=7v3MdHY-AzM'}],(*ˊᵕˋ*)੭ ੈ,verified,e8e9ze2j,2018-05-29T13:31:11Z,"[{'rel': 'user', 'id': '98r61l38', 'uri': 'https://www.speedrun.com/api/v1/users/98r61l38'}]",2018-05-29,2018-05-29T12:35:08Z,PT7M37.750S,457.75,PT7M37.750S,457.75,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,
48,mrl6794m,https://www.speedrun.com/sm64/run/mrl6794m,o1y9wo6q,,7kjpp4k3,[{'uri': 'https://www.youtube.com/watch?v=F9eHuUhoKAA'}],:'),verified,j03z503j,2023-06-23T01:57:08Z,"[{'rel': 'user', 'id': 'qxkm6mj0', 'uri': 'https://www.speedrun.com/api/v1/users/qxkm6mj0'}]",2023-06-21,2023-06-21T23:08:14Z,PT7M38.020S,458.02,PT7M38.020S,458.02,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,
