place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.splits.rel,run.splits.uri,run.videos
11,y6j5650m,https://www.speedrun.com/sm64/run/y6j5650m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=JAZ-tOMDRns'}],gg :),verified,8e6k1loj,2025-05-18T16:21:20Z,"[{'rel': 'user', 'id': 'jpm2m44j', 'uri': 'https://www.speedrun.com/api/v1/users/jpm2m44j'}]",2025-05-16,2025-05-17T04:38:07Z,PT47M59S,2879,PT47M59S,2879,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
12,ywgnw20z,https://www.speedrun.com/sm64/run/ywgnw20z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=dnu8YGVkVww'}],,verified,pj0zm38w,2024-05-13T01:22:35Z,"[{'rel': 'user', 'id': 'xk31v928', 'uri': 'https://www.speedrun.com/api/v1/users/xk31v928'}]",2024-05-10,2024-05-11T04:32:26Z,PT48M17S,2897,PT48M17S,2897,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
13,zqwq7j9z,https://www.speedrun.com/sm64/run/zqwq7j9z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/683280797'}],,verified,7j47lplj,2020-07-18T12:24:07Z,"[{'rel': 'user', 'id': '1xyl49zj', 'uri': 'https://www.speedrun.com/api/v1/users/1xyl49zj'}]",2020-07-18,2020-07-18T10:34:14Z,PT48M24S,2904,PT48M24S,2904,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
14,m3wvdndy,https://www.speedrun.com/sm64/run/m3wvdndy,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/DWrmwXunk28'}],pi day pb,verified,8e6k1loj,2025-03-14T23:18:43Z,"[{'rel': 'user', 'id': '8e6vr17j', 'uri': 'https://www.speedrun.com/api/v1/users/8e6vr17j'}]",2025-03-14,2025-03-14T16:39:23Z,PT48M25S,2905,PT48M25S,2905,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
15,y6q9pkqz,https://www.speedrun.com/sm64/run/y6q9pkqz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/ZjqpLgM34wQ?si=IpzZiB8RYDNzcO2n'}],"L'émote **TT** est parfaite pour moi. **TT**M, **TT**C, Bi**TT**s......

Heureusement que Miku est toujours la pour moi <3
",verified,j4232gmx,2023-10-30T19:56:47Z,"[{'rel': 'user', 'id': 'zxzqlnrx', 'uri': 'https://www.speedrun.com/api/v1/users/zxzqlnrx'}]",2023-10-29,2023-10-30T13:05:05Z,PT48M35S,2915,PT48M35S,2915,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
16,m7wn419z,https://www.speedrun.com/sm64/run/m7wn419z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=aM1-TX2Q3YM'}],"mod note: changed game region from None to USA/NTSC, retimed to 48:41 (autosplitter went early)",verified,qxkm6mj0,2022-02-16T13:37:31Z,"[{'rel': 'user', 'id': 'xkogpw98', 'uri': 'https://www.speedrun.com/api/v1/users/xkogpw98'}]",2022-02-16,2022-02-16T06:15:55Z,PT48M41S,2921,PT48M41S,2921,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
16,ywxdw40m,https://www.speedrun.com/sm64/run/ywxdw40m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2215627861'}],,verified,zx7gkrx7,2024-08-07T23:58:57Z,"[{'rel': 'user', 'id': '8ew0dk28', 'uri': 'https://www.speedrun.com/api/v1/users/8ew0dk28'}]",2024-08-04,2024-08-04T15:02:32Z,PT48M41S,2921,PT48M41S,2921,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
18,y6lgewjy,https://www.speedrun.com/sm64/run/y6lgewjy,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=a2tnz8LvJl8'}],weirdest run ever,verified,qxk4wo6j,2020-01-16T03:27:17Z,"[{'rel': 'user', 'id': '5j5v2nz8', 'uri': 'https://www.speedrun.com/api/v1/users/5j5v2nz8'}]",2020-01-16,2020-01-15T22:30:01Z,PT48M42S,2922,PT48M42S,2922,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
19,y6pok91m,https://www.speedrun.com/sm64/run/y6pok91m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=CyxpkJPTRaw&t='}],,verified,o86nzl0x,2018-12-05T10:03:49Z,"[{'rel': 'user', 'id': 'dx35yzej', 'uri': 'https://www.speedrun.com/api/v1/users/dx35yzej'}]",2018-12-05,2018-12-05T09:53:43Z,PT48M46S,2926,PT48M46S,2926,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
20,mrve7o4z,https://www.speedrun.com/sm64/run/mrve7o4z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2080141319'}],,verified,zx7gkrx7,2024-03-06T03:01:57Z,"[{'rel': 'user', 'id': 'v816eo5x', 'uri': 'https://www.speedrun.com/api/v1/users/v816eo5x'}]",2024-03-02,2024-03-03T15:39:29Z,PT48M48S,2928,PT48M48S,2928,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
21,zpo42orm,https://www.speedrun.com/sm64/run/zpo42orm,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/pTR22YHIIwk'}],,verified,zx7gkrx7,2025-05-13T15:57:20Z,"[{'rel': 'user', 'id': '8geo5gpj', 'uri': 'https://www.speedrun.com/api/v1/users/8geo5gpj'}]",2025-05-10,2025-05-11T01:33:53Z,PT48M51S,2931,PT48M51S,2931,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
22,yvve136y,https://www.speedrun.com/sm64/run/yvve136y,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=9TNHsyNcuN4'}],g,verified,pj0zm38w,2024-01-23T00:16:05Z,"[{'rel': 'user', 'id': 'qjnw4rdj', 'uri': 'https://www.speedrun.com/api/v1/users/qjnw4rdj'}]",2024-01-21,2024-01-22T03:38:29Z,PT48M55S,2935,PT48M55S,2935,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
23,yjoj2woz,https://www.speedrun.com/sm64/run/yjoj2woz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/OXZx_95rYUs'}],,verified,zx7gkrx7,2024-02-16T23:39:47Z,"[{'rel': 'user', 'id': '8w1rr94x', 'uri': 'https://www.speedrun.com/api/v1/users/8w1rr94x'}]",2024-02-15,2024-02-15T19:58:34Z,PT48M57S,2937,PT48M57S,2937,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
23,z1nqop9y,https://www.speedrun.com/sm64/run/z1nqop9y,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=FpBaLCoOM5s'}],,verified,zx7gkrx7,2024-09-10T17:31:09Z,"[{'rel': 'user', 'id': 'xzlq0er8', 'uri': 'https://www.speedrun.com/api/v1/users/xzlq0er8'}]",2024-09-09,2024-09-09T08:57:02Z,PT48M57S,2937,PT48M57S,2937,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
25,yvl6n36z,https://www.speedrun.com/sm64/run/yvl6n36z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2087511273'}],every time u come back stronger. did it again c:,verified,j4232gmx,2024-03-13T19:21:49Z,"[{'rel': 'user', 'id': 'zxzl7508', 'uri': 'https://www.speedrun.com/api/v1/users/zxzl7508'}]",2024-03-11,2024-03-11T04:44:56Z,PT48M58S,2938,PT48M58S,2938,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
26,zq7gdv9m,https://www.speedrun.com/sm64/run/zq7gdv9m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=mcC5WkBPCeA'}],48 so close,verified,qxkm6mj0,2022-05-11T00:38:27Z,"[{'rel': 'user', 'id': '8wlk4n4j', 'uri': 'https://www.speedrun.com/api/v1/users/8wlk4n4j'}]",2022-05-10,2022-05-10T20:17:16Z,PT49M1S,2941,PT49M1S,2941,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
27,zxjl37gy,https://www.speedrun.com/sm64/run/zxjl37gy,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2363037812'}],,verified,zx7gkrx7,2025-01-27T01:33:18Z,"[{'rel': 'user', 'id': 'v810d5rx', 'uri': 'https://www.speedrun.com/api/v1/users/v810d5rx'}]",2025-01-25,2025-01-25T09:05:15Z,PT49M4S,2944,PT49M4S,2944,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
28,m72kkv4z,https://www.speedrun.com/sm64/run/m72kkv4z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=jhkKZ7i8jRw'}],did manta after fs by accident...,verified,86vwgo5j,2023-04-16T23:30:33Z,"[{'rel': 'user', 'id': '0jmo9zn8', 'uri': 'https://www.speedrun.com/api/v1/users/0jmo9zn8'}]",2023-04-14,2023-04-16T03:15:22Z,PT49M5S,2945,PT49M5S,2945,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
29,m3lnqkqm,https://www.speedrun.com/sm64/run/m3lnqkqm,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/1701584317'}],yay!,verified,qxkm6mj0,2023-01-09T16:40:50Z,"[{'rel': 'user', 'id': 'xkmnnmmj', 'uri': 'https://www.speedrun.com/api/v1/users/xkmnnmmj'}]",2023-01-08,2023-01-08T18:45:45Z,PT49M9S,2949,PT49M9S,2949,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
30,zqegjkrz,https://www.speedrun.com/sm64/run/zqegjkrz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/i4Mr1WvT4hU'}],"1st day of derust after a 1 week break, and i got a 4s PB, i'm so happy !! (could have been mid 48 but still)

1er jour de derust après une pause de 1 semaine, et j'ai PB de 4 secondes, je suis trop content !! (ça aurait pu être un mid 48 mais pas grave)",verified,qxkm6mj0,2023-01-09T16:00:10Z,"[{'rel': 'user', 'id': 'jnz2ykqj', 'uri': 'https://www.speedrun.com/api/v1/users/jnz2ykqj'}]",2023-01-07,2023-01-08T17:09:45Z,PT49M12S,2952,PT49M12S,2952,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
31,yljk10rm,https://www.speedrun.com/sm64/run/yljk10rm,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2461904479'}],fire sea 🗣🔥🔥💥,verified,j2w1w5lj,2025-05-19T21:40:50Z,"[{'rel': 'user', 'id': '8ek64w68', 'uri': 'https://www.speedrun.com/api/v1/users/8ek64w68'}]",2025-05-17,2025-05-18T09:35:50Z,PT49M13S,2953,PT49M13S,2953,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
32,yj200k7m,https://www.speedrun.com/sm64/run/yj200k7m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=EHFpZ2OGhCQ'}],,verified,zx7gkrx7,2023-08-31T20:57:45Z,"[{'rel': 'user', 'id': '8lpl934j', 'uri': 'https://www.speedrun.com/api/v1/users/8lpl934j'}]",2023-08-30,2023-08-30T17:27:02Z,PT49M15S,2955,PT49M15S,2955,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
33,zpo0q68m,https://www.speedrun.com/sm64/run/zpo0q68m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/2447855077'}],hi modsssss,verified,8e6k1loj,2025-05-05T16:22:02Z,"[{'rel': 'user', 'id': '8enge328', 'uri': 'https://www.speedrun.com/api/v1/users/8enge328'}]",2025-05-01,2025-05-01T23:08:37Z,PT49M16S,2956,PT49M16S,2956,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
34,zxojqo5z,https://www.speedrun.com/sm64/run/zxojqo5z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/1185362168'}],mod note: retimed to 49:20,verified,qxkm6mj0,2021-10-24T15:12:45Z,"[{'rel': 'user', 'id': 'pj0l653j', 'uri': 'https://www.speedrun.com/api/v1/users/pj0l653j'}]",2021-10-24,2021-10-24T02:31:04Z,PT49M20S,2960,PT49M20S,2960,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
35,mr70g5gz,https://www.speedrun.com/sm64/run/mr70g5gz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=KZ0-U8z7a9s&ab_channel=Amsixx'}],,verified,qxkm6mj0,2022-07-05T15:14:55Z,"[{'rel': 'user', 'id': 'jmpp51ej', 'uri': 'https://www.speedrun.com/api/v1/users/jmpp51ej'}]",2022-07-05,2022-07-04T23:18:41Z,PT49M22S,2962,PT49M22S,2962,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
36,z191g2wm,https://www.speedrun.com/sm64/run/z191g2wm,o1y9wo6q,,7dgrrxk4,"[{'uri': 'https://www.twitch.tv/videos/2073900213'}, {'uri': 'https://youtu.be/N1_K-xzd-Eo'}]",https://www.twitch.tv/videos/2073900213,verified,zx7gkrx7,2024-02-28T14:41:32Z,"[{'rel': 'user', 'id': 'qxkrpqm8', 'uri': 'https://www.speedrun.com/api/v1/users/qxkrpqm8'}]",2024-02-25,2024-02-26T06:20:21Z,PT49M24S,2964,PT49M24S,2964,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/brv9,
37,mr8dk38y,https://www.speedrun.com/sm64/run/mr8dk38y,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=7MaonHWz3Wc'}],,verified,zx7gkrx7,2019-02-20T23:25:15Z,"[{'rel': 'user', 'id': '48gyr78p', 'uri': 'https://www.speedrun.com/api/v1/users/48gyr78p'}]",2019-02-19,2019-02-19T20:36:04Z,PT49M25S,2965,PT49M25S,2965,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,4qyxop3l,splits.io,https://splits.io/api/v3/runs/3pjf,
37,ydr2o1wz,https://www.speedrun.com/sm64/run/ydr2o1wz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/1057677702'}],I'm speechless,verified,zx7gkrx7,2021-06-16T22:01:18Z,"[{'rel': 'user', 'id': 'v8lgdovj', 'uri': 'https://www.speedrun.com/api/v1/users/v8lgdovj'}]",2021-06-15,2021-06-16T03:24:24Z,PT49M25S,2965,PT49M25S,2965,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
37,ywrjxe3m,https://www.speedrun.com/sm64/run/ywrjxe3m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=DHiHRU-kd-A'}],Got the 49 I've been wanting for a few years :] Now I will rest from this category indefinitely (but might 48 one day),verified,zx7gkrx7,2023-06-23T21:29:43Z,"[{'rel': 'user', 'id': '5j5097nx', 'uri': 'https://www.speedrun.com/api/v1/users/5j5097nx'}]",2023-06-23,2023-06-23T07:38:29Z,PT49M25S,2965,PT49M25S,2965,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
40,8y8gqdz1,https://www.speedrun.com/sm64/run/8y8gqdz1,o1y9wo6q,,7dgrrxk4,,,verified,,,"[{'rel': 'user', 'id': '48gev4rj', 'uri': 'https://www.speedrun.com/api/v1/users/48gev4rj'}]",,,PT49M27S,2967,PT49M27S,2967,,0,,0,w89rwelk,True,,,5lmoxk01,4qyxop3l,,,
41,y2k6xkjy,https://www.speedrun.com/sm64/run/y2k6xkjy,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/FnKVW1hCTLU'}],,verified,pj0zm38w,2024-01-23T00:16:22Z,"[{'rel': 'user', 'id': 'xk3og178', 'uri': 'https://www.speedrun.com/api/v1/users/xk3og178'}]",2024-01-22,2024-01-22T06:35:16Z,PT49M31S,2971,PT49M31S,2971,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
42,m774pl4m,https://www.speedrun.com/sm64/run/m774pl4m,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.twitch.tv/videos/1204096036'}],So close to 49 skip. Emu record soonTM,verified,qxkm6mj0,2021-11-13T16:52:56Z,"[{'rel': 'user', 'id': '8rpv21dj', 'uri': 'https://www.speedrun.com/api/v1/users/8rpv21dj'}]",2021-11-13,2021-11-13T05:42:05Z,PT49M33S,2973,PT49M33S,2973,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/8ka8,
43,oy2837yd,https://www.speedrun.com/sm64/run/oy2837yd,o1y9wo6q,,7dgrrxk4,"[{'uri': 'https://www.youtube.com/watch?v=gjqwqBUgkoI'}, {'uri': 'https://www.youtube.com/watch?v=bDcvE4y7fis'}]","original video URL:
https://www.youtube.com/watch?v=gjqwqBUgkoI
",verified,zx7gkrx7,2024-05-06T02:21:39Z,"[{'rel': 'user', 'id': 'pj0e6nm8', 'uri': 'https://www.speedrun.com/api/v1/users/pj0e6nm8'}]",2013-04-19,2024-05-04T08:55:36Z,PT49M34S,2974,PT49M34S,2974,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
44,zxowjn5z,https://www.speedrun.com/sm64/run/zxowjn5z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=_eEmZ_sgTJo'}],"run starts at 9:31, sorry for not being able to cut the video my pc is bad :(, btw probably is a 49:36
mod note: 49:37.10",verified,qxkm6mj0,2021-10-06T10:31:42Z,"[{'rel': 'user', 'id': 'j51q9668', 'uri': 'https://www.speedrun.com/api/v1/users/j51q9668'}]",2021-10-06,2021-10-06T09:04:44Z,PT49M37S,2977,PT49M37S,2977,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
45,yonw387z,https://www.speedrun.com/sm64/run/yonw387z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=9ma6REnzaNg'}],"It's joever. Double PB Also today lol

back to 120",verified,zx7gkrx7,2023-08-28T00:48:07Z,"[{'rel': 'user', 'id': 'jo3v1n0j', 'uri': 'https://www.speedrun.com/api/v1/users/jo3v1n0j'}]",2023-08-26,2023-08-26T21:39:23Z,PT49M38S,2978,PT49M38S,2978,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,,
46,y213ew9z,https://www.speedrun.com/sm64/run/y213ew9z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=dI1dVdksCTc&feature=youtu.be'}],Finally got 49. Feels good. Hid splits and it actually worked for once. Crazy I was :0x pace into sky tho.,verified,68wg36qx,2019-06-05T07:22:40Z,"[{'rel': 'user', 'id': 'kj9vd9ox', 'uri': 'https://www.speedrun.com/api/v1/users/kj9vd9ox'}]",2019-06-05,2019-06-05T06:41:40Z,PT49M39S,2979,PT49M39S,2979,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/46e7,
47,8y8p1x5z,https://www.speedrun.com/sm64/run/8y8p1x5z,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://www.youtube.com/watch?v=EJ1FkllVF9M'}],Nice run. Only a few small mistakes. Im happy :),verified,zx7gkrx7,2016-09-11T21:36:21Z,"[{'rel': 'user', 'id': 'zx73kqj7', 'uri': 'https://www.speedrun.com/api/v1/users/zx73kqj7'}]",2016-09-11,2016-09-11T19:31:39Z,PT49M40S,2980,PT49M40S,2980,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,splits.io,https://splits.io/api/v3/runs/tkb,
48,y8dkjxxz,https://www.speedrun.com/sm64/run/y8dkjxxz,o1y9wo6q,,7dgrrxk4,[{'uri': 'https://youtu.be/ZTxWxKbOzvU'}],nice,verified,zx7gkrx7,2021-06-14T23:30:30Z,"[{'rel': 'user', 'id': '7j4mzd5j', 'uri': 'https://www.speedrun.com/api/v1/users/7j4mzd5j'}]",2021-06-14,2021-06-14T14:41:09Z,PT49M41S,2981,PT49M41S,2981,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,,
