id,started,ended,realTime,bob,wf,ccm,dw,ssl,lll,hmc,ddd,fs,bljs,bits
1414,2019-09-22 22:56:48,2019-09-22 22:57:51,,,,,,,,,,,,
1415,2019-09-22 22:57:54,2019-09-22 22:59:31,,,,,,,,,,,,
1416,2019-09-22 22:59:34,2019-09-22 23:18:42,00:19:10.4370000,00:01:40.4090000,00:03:25.4180000,00:01:23.2340000,00:03:00,00:01:27.0590000,00:01:10,00:02:00.5070000,00:01:52.1290000,00:01:38.0970000,00:00:55.0540000,00:02:38.6530000
1417,2019-09-22 23:24:43,2019-09-22 23:24:50,,,,,,,,,,,,
1418,2019-09-22 23:24:53,2019-09-22 23:25:55,,,,,,,,,,,,
1419,2019-09-22 23:25:59,2019-09-22 23:27:06,,,,,,,,,,,,
1420,2019-09-22 23:27:09,2019-09-22 23:28:12,,,,,,,,,,,,
1421,2019-09-22 23:28:15,2019-09-22 23:30:47,,00:01:41.9440000,,,,,,,,,,
1422,2019-09-22 23:30:49,2019-09-22 23:34:36,,00:01:40.6410000,,,,,,,,,,
1423,2019-09-22 23:34:39,2019-09-22 23:39:02,,00:01:40.2670000,,,,,,,,,,
1424,2019-09-22 23:39:07,2019-09-22 23:40:12,,,,,,,,,,,,
1425,2019-09-22 23:40:15,2019-09-22 23:43:01,,,,,,,,,,,,
1426,2019-09-22 23:43:07,2019-09-22 23:45:56,,00:01:39.5980000,,,,,,,,,,
1427,2019-09-22 23:45:59,2019-09-22 23:50:46,,00:01:42.7860000,,,,,,,,,,
1428,2019-09-22 23:50:49,2019-09-22 23:52:37,,,,,,,,,,,,
1429,2019-09-22 23:52:40,2019-09-22 23:54:19,,,,,,,,,,,,
1430,2019-09-22 23:54:22,2019-09-22 23:55:25,,,,,,,,,,,,
1431,2019-09-22 23:55:28,2019-09-22 23:57:05,,,,,,,,,,,,
1432,2019-09-22 23:57:07,2019-09-23 00:00:24,,00:01:43.5500000,,,,,,,,,,
1433,2019-09-23 21:38:41,2019-09-23 21:40:40,,,,,,,,,,,,
1434,2019-09-25 22:52:54,2019-09-25 22:55:56,,00:01:40.6170000,,,,,,,,,,
1435,2019-09-25 22:55:59,2019-09-25 22:57:19,,,,,,,,,,,,
1436,2019-09-25 22:57:22,2019-09-25 22:59:06,,,,,,,,,,,,
1437,2019-09-25 22:59:09,2019-09-25 23:00:53,,,,,,,,,,,,
1438,2019-09-25 23:00:56,2019-09-25 23:02:24,,,,,,,,,,,,
1439,2019-09-25 23:02:28,2019-09-25 23:04:05,,,,,,,,,,,,
1440,2019-09-25 23:04:08,2019-09-25 23:05:26,,,,,,,,,,,,
1441,2019-09-25 23:05:32,2019-09-25 23:12:49,,00:01:40.7170000,,00:04:43.7610000,,,,,,,,
1442,2019-09-25 23:12:52,2019-09-25 23:14:27,,,,,,,,,,,,
1443,2019-09-25 23:14:30,2019-09-25 23:15:34,,,,,,,,,,,,
1444,2019-09-25 23:15:37,2019-09-25 23:18:19,,00:01:49.6310000,,,,,,,,,,
1445,2019-09-25 23:18:22,2019-09-25 23:18:40,,,,,,,,,,,,
1446,2019-09-25 23:18:50,2019-09-25 23:21:33,,00:01:40.8490000,,,,,,,,,,
1447,2019-09-25 23:21:36,2019-09-25 23:23:18,,,,,,,,,,,,
1448,2019-09-25 23:23:21,2019-09-25 23:26:33,,,,,,,,,,,,
1449,2019-09-25 23:26:36,2019-09-25 23:29:50,,00:01:42.2160000,,,,,,,,,,
1450,2019-09-25 23:29:55,2019-09-25 23:33:00,,00:01:40.6950000,,,,,,,,,,
1451,2019-09-25 23:33:03,2019-09-25 23:34:53,,,,,,,,,,,,
1452,2019-09-25 23:35:23,2019-09-25 23:37:42,,,,,,,,,,,,
1453,2019-09-26 00:32:35,2019-09-26 00:32:45,,,,,,,,,,,,
1454,2019-09-26 00:32:46,2019-09-26 00:33:00,,,,,,,,,,,,
1455,2019-09-26 00:33:01,2019-09-26 00:33:14,,,,,,,,,,,,
1456,2019-09-26 00:33:18,2019-09-26 00:33:27,,,,,,,,,,,,
1457,2019-09-26 00:33:29,2019-09-26 00:33:47,,,,,,,,,,,,
1458,2019-09-26 00:36:48,2019-09-26 00:36:57,,,,,,,,,,,,
1459,2019-09-26 00:55:46,2019-09-26 00:57:24,,,,,,,,,,,,
1460,2019-09-26 00:57:27,2019-09-26 01:01:47,,00:01:41.6040000,,,,,,,,,,
1461,2019-09-26 01:01:50,2019-09-26 01:01:56,,,,,,,,,,,,
1462,2019-09-26 01:01:59,2019-09-26 01:10:59,,00:01:40.2830000,00:03:19.9140000,00:01:24.9780000,00:03:00,,,,,,,
1463,2019-09-26 01:11:02,2019-09-26 01:14:19,,00:01:39.7740000,,,,,,,,,,
1464,2019-09-26 01:14:22,2019-09-26 01:28:06,,,,,,,,,,,,
1465,2019-09-27 02:21:46,2019-09-27 02:22:51,,,,,,,,,,,,
1466,2019-09-27 02:22:54,2019-09-27 02:24:00,,,,,,,,,,,,
1467,2019-09-27 02:24:04,2019-09-27 02:25:07,,,,,,,,,,,,
1468,2019-09-27 02:25:11,2019-09-27 02:32:18,,00:01:39.7270000,00:03:23.3260000,00:01:29.7190000,,,,,,,,
1469,2019-09-27 02:32:21,2019-09-27 02:33:56,,,,,,,,,,,,
1470,2019-09-27 02:34:00,2019-09-27 02:35:05,,,,,,,,,,,,
1471,2019-09-27 02:35:08,2019-09-27 02:36:12,,,,,,,,,,,,
1472,2019-09-27 02:36:15,2019-09-27 02:39:19,,00:01:40.4310000,,,,,,,,,,
1473,2019-09-27 02:39:22,2019-09-27 02:57:01,,00:01:41.3110000,00:03:13.8650000,00:01:23.8920000,00:03:00,00:01:27.8340000,00:01:10,00:01:59.8320000,00:01:48.2600000,00:01:48.3100000,00:01:28.5940000,
1474,2019-09-27 02:57:07,2019-09-27 02:58:46,,,,,,,,,,,,
1475,2019-09-27 02:58:49,2019-09-27 03:00:27,,,,,,,,,,,,
1476,2019-09-27 03:00:30,2019-09-27 03:01:34,,,,,,,,,,,,
1477,2019-09-27 03:01:37,2019-09-27 03:03:14,,,,,,,,,,,,
1478,2019-09-27 03:03:16,2019-09-27 03:04:19,,,,,,,,,,,,
1479,2019-09-27 03:04:22,2019-09-27 03:06:20,,,,,,,,,,,,
1480,2019-09-27 03:06:23,2019-09-27 03:10:33,,00:01:42.2480000,,,,,,,,,,
1481,2019-10-01 01:18:57,2019-10-01 01:26:13,,00:01:39.8170000,00:03:12.1630000,00:01:24.1500000,,,,,,,,
1482,2019-10-01 01:26:15,2019-10-01 01:27:19,,,,,,,,,,,,
1483,2019-10-01 01:27:21,2019-10-01 01:32:11,,00:01:39.9010000,,,,,,,,,,
1484,2019-10-01 01:32:14,2019-10-01 01:33:19,,,,,,,,,,,,
1485,2019-10-01 01:33:22,2019-10-01 01:37:01,,00:01:39.6470000,,,,,,,,,,
1486,2019-10-01 01:37:04,2019-10-01 01:38:11,,,,,,,,,,,,
1487,2019-10-01 01:42:08,2019-10-01 01:42:35,,,,,,,,,,,,
1488,2019-10-01 01:42:51,2019-10-01 01:44:25,,,,,,,,,,,,
1489,2019-10-01 01:44:28,2019-10-01 01:46:11,,,,,,,,,,,,
1490,2019-10-01 01:46:13,2019-10-01 01:47:16,,,,,,,,,,,,
1491,2019-10-01 01:47:19,2019-10-01 01:48:51,,,,,,,,,,,,
1492,2019-10-01 01:48:54,2019-10-01 01:50:34,,,,,,,,,,,,
1493,2019-10-01 01:50:37,2019-10-01 01:53:58,,00:01:51.3110000,,,,,,,,,,
1494,2019-10-01 01:54:00,2019-10-01 01:55:05,,,,,,,,,,,,
1495,2019-10-01 01:55:08,2019-10-01 01:56:54,,,,,,,,,,,,
1496,2019-10-01 01:56:56,2019-10-01 02:00:11,,00:01:40.0960000,,,,,,,,,,
1497,2019-10-01 02:00:13,2019-10-01 02:07:40,,00:01:40.0840000,00:03:24.1220000,00:01:24.7350000,,,,,,,,
1498,2019-10-01 02:07:42,2019-10-01 02:09:42,,,,,,,,,,,,
1499,2019-10-01 02:09:45,2019-10-01 02:10:51,,,,,,,,,,,,
1500,2019-10-01 02:10:54,2019-10-01 02:12:41,,,,,,,,,,,,
1501,2019-10-01 02:12:44,2019-10-01 02:27:37,,00:01:40.8530000,00:03:14.2880000,00:01:24.5670000,00:03:00,00:02:00.6790000,00:01:10,00:02:00.9580000,00:01:45.1750000,,,
1502,2019-10-01 02:27:40,2019-10-01 02:46:42,00:19:04.6560000,00:01:39.8030000,00:03:19.8860000,00:01:24.1720000,00:03:00,00:01:28.7140000,00:01:10,00:01:57.6370000,00:01:55.7530000,00:01:40.5340000,00:01:01.3250000,00:02:15.3170000
1503,2019-10-01 02:47:43,2019-10-01 03:07:47,,00:01:39.8150000,00:03:20.4140000,00:01:22.8700000,00:03:00,00:01:27.0460000,00:01:10,00:02:25.6650000,00:01:44.5670000,,,
1504,2019-10-02 01:57:14,2019-10-02 01:58:42,,,,,,,,,,,,
1505,2019-10-02 01:58:45,2019-10-02 02:01:16,,,,,,,,,,,,
1506,2019-10-02 02:01:19,2019-10-02 02:04:46,,00:01:41.7190000,,,,,,,,,,
1507,2019-10-02 02:04:49,2019-10-02 02:06:26,,,,,,,,,,,,
1508,2019-10-02 02:06:29,2019-10-02 02:10:08,,,,,,,,,,,,
1509,2019-10-02 02:10:10,2019-10-02 02:13:28,,00:01:40.3150000,,,,,,,,,,
1510,2019-10-02 02:13:30,2019-10-02 02:19:57,,,00:05:00.0100000,,,,,,,,,
1511,2019-10-02 02:26:51,2019-10-02 02:28:33,,,,,,,,,,,,
1512,2019-10-02 02:28:36,2019-10-02 02:32:25,,00:01:41.0210000,,,,,,,,,,
1513,2019-10-02 02:32:27,2019-10-02 02:33:31,,,,,,,,,,,,
1514,2019-10-02 02:33:33,2019-10-02 02:35:16,,,,,,,,,,,,
1515,2019-10-02 02:35:19,2019-10-02 02:39:07,,00:01:40.5090000,,,,,,,,,,
1516,2019-10-02 02:39:54,2019-10-02 02:40:59,,,,,,,,,,,,
1517,2019-10-02 02:41:02,2019-10-02 02:44:27,,00:01:41.7530000,,,,,,,,,,
1518,2019-10-02 02:44:30,2019-10-02 02:47:14,,00:01:40.2240000,,,,,,,,,,
1519,2019-10-02 02:49:56,2019-10-02 02:51:54,,,,,,,,,,,,
1520,2019-10-02 02:51:57,2019-10-02 02:59:15,,00:01:40.2720000,00:03:25.6770000,00:01:25.0870000,,,,,,,,
1521,2019-10-03 02:10:46,2019-10-03 02:12:22,,,,,,,,,,,,
1522,2019-10-03 02:12:23,2019-10-03 02:13:54,,,,,,,,,,,,
1523,2019-10-03 02:13:57,2019-10-03 02:31:59,,00:01:40.7490000,00:03:21.9980000,00:01:23.8820000,00:03:00,00:01:46.7600000,00:01:10,00:01:59.6460000,00:01:44.6760000,00:02:05.3670000,00:01:20.3460000,
1524,2019-10-03 02:32:02,2019-10-03 02:33:05,,,,,,,,,,,,
1525,2019-10-03 02:33:08,2019-10-03 02:34:50,,,,,,,,,,,,
1526,2019-10-03 02:34:53,2019-10-03 02:35:57,,,,,,,,,,,,
1527,2019-10-03 02:36:00,2019-10-03 02:37:38,,,,,,,,,,,,
1528,2019-10-03 02:37:41,2019-10-03 02:42:35,,00:01:40.2940000,,,,,,,,,,
1529,2019-10-03 02:42:38,2019-10-03 02:48:58,,00:01:41.0250000,00:03:28.5140000,,,,,,,,,
1530,2019-10-03 02:49:01,2019-10-03 02:50:36,,,,,,,,,,,,
1531,2019-10-03 02:50:39,2019-10-03 02:52:23,,,,,,,,,,,,
1532,2019-10-03 02:52:25,2019-10-03 02:52:35,,,,,,,,,,,,
1533,2019-10-03 02:52:36,2019-10-03 02:53:39,,,,,,,,,,,,
1534,2019-10-03 02:53:42,2019-10-03 02:57:24,,00:01:40.2640000,,,,,,,,,,
1535,2019-10-03 02:57:26,2019-10-03 03:12:37,,00:01:42.6280000,00:03:26.6350000,00:01:22.5050000,00:03:00,00:01:30.6890000,00:01:10,00:02:02.1150000,00:01:42.4820000,,,
1536,2019-10-09 02:05:38,2019-10-09 02:24:26,00:18:51.4920000,00:01:40.1260000,00:03:23.9000000,00:01:26.2640000,00:03:00,00:01:29.6160000,00:01:10,00:01:58.6270000,00:01:45.1900000,00:01:40.6770000,00:00:54.9490000,00:02:16.3460000
1537,2019-10-09 02:26:09,2019-10-09 02:27:12,,,,,,,,,,,,
1538,2019-10-09 02:27:15,2019-10-09 02:28:58,,,,,,,,,,,,
1539,2019-10-09 02:28:59,2019-10-09 02:32:35,,00:01:42.3330000,,,,,,,,,,
1540,2019-10-09 02:32:38,2019-10-09 02:45:30,,00:01:41.3210000,00:03:12.1610000,00:01:27.8370000,00:03:00,00:01:51.0010000,00:01:10,00:02:00.1870000,,,,
1541,2019-10-09 02:45:34,2019-10-09 02:46:37,,,,,,,,,,,,
1542,2019-10-09 02:46:40,2019-10-09 02:50:15,,00:01:40.0160000,,,,,,,,,,
1543,2019-10-09 02:50:18,2019-10-09 03:05:41,,00:01:40.3100000,00:03:07.0380000,00:01:27.2060000,00:03:00,00:01:27.4770000,00:01:10,00:01:58.1030000,00:01:54.6850000,,,
1544,2019-10-09 03:05:46,2019-10-09 03:13:35,,00:01:42.1420000,00:03:13.6370000,00:01:26.7520000,,,,,,,,
1545,2019-10-10 02:10:52,2019-10-10 02:13:55,,00:01:41.2440000,,,,,,,,,,
1546,2019-10-10 02:13:58,2019-10-10 02:15:31,,,,,,,,,,,,
1547,2019-10-10 02:15:34,2019-10-10 02:17:20,,,,,,,,,,,,
1548,2019-10-10 02:17:23,2019-10-10 02:17:26,,,,,,,,,,,,
1549,2019-10-10 02:17:29,2019-10-10 02:19:08,,,,,,,,,,,,
1550,2019-10-10 02:19:09,2019-10-10 02:20:48,,,,,,,,,,,,
1551,2019-10-10 02:20:50,2019-10-10 02:21:00,,,,,,,,,,,,
1552,2019-10-10 02:21:01,2019-10-10 02:24:06,,00:01:40.7790000,,,,,,,,,,
1553,2019-10-10 02:24:09,2019-10-10 02:29:46,,00:01:43.8060000,00:03:12.6360000,,,,,,,,,
1554,2019-10-10 02:29:49,2019-10-10 02:32:56,,00:01:41.8290000,,,,,,,,,,
1555,2019-10-10 02:32:58,2019-10-10 02:37:59,,00:01:39.5750000,,,,,,,,,,
1556,2019-10-10 02:38:00,2019-10-10 02:41:39,,00:01:40.8220000,,,,,,,,,,
1557,2019-10-10 02:41:42,2019-10-10 02:42:47,,,,,,,,,,,,
1558,2019-10-10 02:42:49,2019-10-10 02:43:52,,,,,,,,,,,,
1559,2019-10-10 02:43:55,2019-10-10 02:55:53,,00:01:41.4490000,00:03:12.4490000,00:01:29.1400000,00:03:00,00:01:25.4550000,00:01:10,,,,,
1560,2019-10-10 02:55:53,2019-10-10 02:56:00,,,,,,,,,,,,
1561,2019-10-10 02:56:03,2019-10-10 02:59:46,,00:01:39.7670000,,,,,,,,,,
1562,2019-10-10 02:59:49,2019-10-10 03:01:05,,,,,,,,,,,,
1563,2019-10-10 03:01:10,2019-10-10 03:04:12,,00:01:39.9730000,,,,,,,,,,
1564,2019-10-10 03:04:14,2019-10-10 03:19:54,,00:01:40.6240000,00:03:12.6590000,00:01:26.0800000,00:03:00,00:01:29.0130000,00:01:10,00:01:59.6570000,00:02:00.1280000,,,
1565,2019-10-11 02:14:09,2019-10-11 02:21:22,,00:01:39.6840000,00:03:19.8850000,00:01:29.5370000,,,,,,,,
1566,2019-10-11 02:21:25,2019-10-11 02:26:30,,00:01:43.1040000,,,,,,,,,,
1567,2019-10-11 02:26:33,2019-10-11 02:33:42,,00:01:41.0400000,00:03:10.5590000,00:01:26.5770000,,,,,,,,
1568,2019-10-11 02:33:44,2019-10-11 02:34:48,,,,,,,,,,,,
1569,2019-10-11 02:34:51,2019-10-11 02:35:55,,,,,,,,,,,,
1570,2019-10-11 02:35:58,2019-10-11 02:37:32,,,,,,,,,,,,
1571,2019-10-11 02:37:35,2019-10-11 02:39:12,,,,,,,,,,,,
1572,2019-10-11 02:39:15,2019-10-11 02:48:12,,00:01:42.7180000,00:03:18.1360000,00:01:23.7710000,00:03:00,,,,,,,
1573,2019-10-11 02:48:15,2019-10-11 02:49:19,,,,,,,,,,,,
1574,2019-10-11 02:49:22,2019-10-11 02:52:26,,00:01:39.6240000,,,,,,,,,,
1575,2019-10-11 02:52:28,2019-10-11 02:55:03,,00:01:40.5100000,,,,,,,,,,
1576,2019-10-11 02:55:06,2019-10-11 02:56:42,,,,,,,,,,,,
1577,2019-10-11 02:56:45,2019-10-11 03:15:55,,00:01:40.6810000,00:03:20.5900000,00:01:32.2410000,00:03:00,00:01:26.5420000,00:01:10,00:01:59.2540000,00:01:40.1730000,00:01:37.9860000,00:01:31.9800000,
1578,2019-10-11 03:16:01,2019-10-11 03:18:56,,,,,,,,,,,,
1579,2019-10-11 22:13:21,2019-10-11 22:17:12,,00:01:40.7630000,,,,,,,,,,
1580,2019-10-11 22:17:15,2019-10-11 22:18:49,,,,,,,,,,,,
1581,2019-10-11 22:18:52,2019-10-11 22:20:32,,,,,,,,,,,,
1582,2019-10-11 22:20:35,2019-10-11 22:23:33,,00:01:44.1060000,,,,,,,,,,
1583,2019-10-11 22:23:36,2019-10-11 22:26:41,,00:01:39.9450000,,,,,,,,,,
1584,2019-10-11 22:26:44,2019-10-11 22:27:48,,,,,,,,,,,,
1585,2019-10-11 22:27:51,2019-10-11 22:28:56,,,,,,,,,,,,
1586,2019-10-11 22:28:58,2019-10-11 22:36:12,,00:01:39.8040000,00:03:09.6630000,00:01:25.7550000,,,,,,,,
1587,2019-10-11 22:36:14,2019-10-11 22:49:18,,00:01:41.4080000,00:03:08.8260000,00:01:28.5270000,00:03:00,00:01:32.1700000,00:01:10,00:01:59.8960000,,,,
1588,2019-10-11 22:49:21,2019-10-11 22:50:55,,,,,,,,,,,,
1589,2019-10-11 22:50:57,2019-10-11 22:52:42,,,,,,,,,,,,
1590,2019-10-11 22:52:45,2019-10-11 22:53:49,,,,,,,,,,,,
1591,2019-10-11 22:53:50,2019-10-11 22:53:51,,,,,,,,,,,,
1592,2019-10-11 22:53:52,2019-10-11 22:54:57,,,,,,,,,,,,
1593,2019-10-11 22:55:00,2019-10-11 22:56:04,,,,,,,,,,,,
1594,2019-10-11 22:56:07,2019-10-11 23:10:32,,00:01:42.6800000,00:03:07.5250000,00:01:24.2350000,00:03:00,00:01:25.4860000,00:01:10,00:02:12.9940000,00:01:46.2540000,,,
1595,2019-10-12 01:06:01,2019-10-12 01:08:34,,00:01:40.4010000,,,,,,,,,,
1596,2019-10-12 01:08:36,2019-10-12 01:11:02,,00:01:41.0490000,,,,,,,,,,
1597,2019-10-12 01:11:04,2019-10-12 01:12:48,,,,,,,,,,,,
1598,2019-10-12 01:12:51,2019-10-12 01:14:29,,,,,,,,,,,,
1599,2019-10-12 01:14:32,2019-10-12 01:33:11,00:18:42.1470000,00:01:40.0150000,00:03:16.1280000,00:01:27.2100000,00:03:00,,00:02:11.8710000,00:01:57.1670000,00:01:36.4780000,00:01:47.3950000,00:01:12.1310000,00:01:58.2650000
1600,2019-10-12 01:36:28,2019-10-12 01:39:09,,00:01:42.7240000,,,,,,,,,,
1601,2019-10-12 01:39:12,2019-10-12 01:40:45,,,,,,,,,,,,
1602,2019-10-12 01:40:48,2019-10-12 01:43:52,,00:01:40.5050000,,,,,,,,,,
1603,2019-10-12 01:43:55,2019-10-12 01:59:35,,00:01:41.2110000,00:03:15.8720000,00:01:22.5450000,00:03:00,00:01:25.5880000,00:01:10,00:02:00.6300000,00:01:53.1610000,,,
1604,2019-10-12 02:00:07,2019-10-12 02:01:43,,,,,,,,,,,,
1605,2019-10-12 02:01:46,2019-10-12 02:03:20,,,,,,,,,,,,
1606,2019-10-12 02:03:23,2019-10-12 02:04:29,,,,,,,,,,,,
1607,2019-10-12 02:04:31,2019-10-12 02:14:22,,00:01:40.1460000,,,,,,,,,,
1608,2019-10-12 02:14:28,2019-10-12 02:17:35,,00:01:40.4490000,,,,,,,,,,
1609,2019-10-12 02:17:38,2019-10-12 02:21:27,,00:01:39.4480000,,,,,,,,,,
1610,2019-10-12 02:21:27,2019-10-12 02:24:41,,00:01:39.9410000,,,,,,,,,,
1611,2019-10-12 02:24:43,2019-10-12 02:42:59,00:18:19.4640000,00:01:40.2340000,00:03:04.7120000,00:01:24.5460000,00:03:00,00:01:31.4230000,00:01:10,00:01:57.1120000,00:01:48.1840000,00:01:39.1170000,00:00:59.6970000,00:02:06.4020000
1612,2019-10-12 02:50:21,2019-10-12 02:53:46,,,,,,,,,,,,
1613,2019-10-12 20:43:17,2019-10-12 20:43:24,,,,,,,,,,,,
1614,2019-10-12 20:49:16,2019-10-12 20:51:53,,00:01:40.0760000,,,,,,,,,,
1615,2019-10-12 20:51:56,2019-10-12 21:10:14,00:18:20.2300000,00:01:41.1590000,00:03:10.1020000,00:01:26.3110000,00:03:00,00:01:26.6780000,00:01:10,00:01:56.6370000,00:01:43.2910000,00:01:38.3870000,00:00:59.8380000,00:02:06.9630000
1616,2019-10-12 21:11:38,2019-10-12 21:12:41,,,,,,,,,,,,
1617,2019-10-12 21:12:44,2019-10-12 21:16:09,,00:01:40.0210000,,,,,,,,,,
1618,2019-10-12 21:16:12,2019-10-12 21:17:16,,,,,,,,,,,,
1619,2019-10-12 21:17:19,2019-10-12 21:19:06,,,,,,,,,,,,
1620,2019-10-12 21:19:09,2019-10-12 21:22:47,,00:01:39.7030000,,,,,,,,,,
1621,2019-10-12 21:22:50,2019-10-12 21:28:59,,00:01:40.8890000,00:03:12.2550000,,,,,,,,,
1622,2019-10-12 21:29:02,2019-10-12 21:30:39,,,,,,,,,,,,
1623,2019-10-12 21:30:42,2019-10-12 21:31:46,,,,,,,,,,,,
1624,2019-10-12 21:31:49,2019-10-12 21:32:53,,,,,,,,,,,,
1625,2019-10-12 21:32:56,2019-10-12 21:34:39,,,,,,,,,,,,
1626,2019-10-12 21:34:42,2019-10-12 21:36:45,,,,,,,,,,,,
1627,2019-10-12 21:36:48,2019-10-12 21:37:54,,,,,,,,,,,,
1628,2019-10-12 21:37:57,2019-10-12 21:42:36,,00:01:39.7930000,,,,,,,,,,
1629,2019-10-12 21:42:38,2019-10-12 21:43:43,,,,,,,,,,,,
1630,2019-10-12 21:43:45,2019-10-12 22:01:30,,00:01:42.0910000,00:03:10.5200000,00:01:24.9690000,00:03:00,00:01:24.9610000,00:01:10,00:02:02.0070000,00:01:49.2000000,00:01:38.0980000,00:01:02.8210000,
1631,2019-10-12 22:01:31,2019-10-12 22:03:05,,,,,,,,,,,,
1632,2019-10-12 22:03:08,2019-10-12 22:10:41,,00:01:40.6240000,00:03:07.1310000,00:01:43.7440000,,,,,,,,
1633,2019-10-12 22:10:43,2019-10-12 22:11:48,,,,,,,,,,,,
1634,2019-10-12 22:11:51,2019-10-12 22:13:06,,,,,,,,,,,,
1635,2019-10-12 22:13:09,2019-10-12 22:16:45,,00:01:40.6780000,,,,,,,,,,
1636,2019-10-12 22:16:48,2019-10-12 22:19:12,,,,,,,,,,,,
1637,2019-10-12 22:19:15,2019-10-12 22:29:36,,00:01:39.7340000,00:03:07.5820000,00:01:25.8430000,00:03:00,,,,,,,
1638,2019-10-12 22:29:38,2019-10-12 22:30:38,,,,,,,,,,,,
1639,2019-10-13 01:33:57,2019-10-13 01:35:33,,,,,,,,,,,,
1640,2019-10-13 01:35:36,2019-10-13 01:36:39,,,,,,,,,,,,
1641,2019-10-13 01:36:42,2019-10-13 01:38:17,,,,,,,,,,,,
1642,2019-10-13 01:38:20,2019-10-13 01:40:09,,,,,,,,,,,,
1643,2019-10-13 01:40:12,2019-10-13 01:45:30,,00:01:39.9200000,,,,,,,,,,
1644,2019-10-13 01:45:33,2019-10-13 01:46:36,,,,,,,,,,,,
1645,2019-10-13 01:46:39,2019-10-13 02:03:23,,00:01:40.4590000,00:03:06.9600000,00:01:23.7370000,00:03:00,00:01:31.8920000,00:01:10,00:01:57.3750000,00:01:50.7770000,,,
1646,2019-10-13 02:04:13,2019-10-13 02:05:22,,,,,,,,,,,,
1647,2019-10-13 02:05:28,2019-10-13 02:08:39,,00:01:41.6340000,,,,,,,,,,
1648,2019-10-13 02:08:42,2019-10-13 02:12:30,,00:01:40.4960000,,,,,,,,,,
1649,2019-10-13 02:12:33,2019-10-13 02:13:38,,,,,,,,,,,,
1650,2019-10-13 02:13:40,2019-10-13 02:16:48,,00:01:39.9380000,,,,,,,,,,
1651,2019-10-13 02:16:50,2019-10-13 02:18:30,,,,,,,,,,,,
1652,2019-10-13 02:18:33,2019-10-13 02:20:12,,,,,,,,,,,,
1653,2019-10-13 02:20:15,2019-10-13 02:22:45,,00:01:40.6980000,,,,,,,,,,
1654,2019-10-13 02:22:48,2019-10-13 02:23:51,,,,,,,,,,,,
1655,2019-10-13 02:23:54,2019-10-13 02:25:27,,,,,,,,,,,,
1656,2019-10-13 02:25:30,2019-10-13 02:27:05,,,,,,,,,,,,
1657,2019-10-13 02:27:08,2019-10-13 02:31:08,,00:01:39.8420000,,,,,,,,,,
1658,2019-10-13 02:31:11,2019-10-13 02:32:15,,,,,,,,,,,,
1659,2019-10-13 02:32:18,2019-10-13 02:35:22,,00:01:39.8220000,,,,,,,,,,
1660,2019-10-13 02:35:25,2019-10-13 02:39:11,,00:01:39.3770000,,,,,,,,,,
1661,2019-10-13 02:39:16,2019-10-13 02:40:23,,,,,,,,,,,,
1662,2019-10-13 02:40:26,2019-10-13 02:41:30,,,,,,,,,,,,
1663,2019-10-13 02:41:32,2019-10-13 02:43:12,,,,,,,,,,,,
1664,2019-10-13 02:43:15,2019-10-13 02:46:19,,00:01:43.6070000,,,,,,,,,,
1665,2019-10-13 02:46:22,2019-10-13 02:48:21,,,,,,,,,,,,
1666,2019-10-13 02:48:23,2019-10-13 02:50:05,,,,,,,,,,,,
1667,2019-10-13 02:50:07,2019-10-13 02:51:59,,,,,,,,,,,,
1668,2019-10-13 02:52:02,2019-10-13 02:54:39,,00:01:40.1680000,,,,,,,,,,
1669,2019-10-13 02:54:41,2019-10-13 02:56:19,,,,,,,,,,,,
1670,2019-10-13 02:56:22,2019-10-13 03:00:18,,00:01:40.4860000,,,,,,,,,,
1671,2019-10-13 03:00:20,2019-10-13 03:02:02,,,,,,,,,,,,
1672,2019-10-13 03:02:05,2019-10-13 03:05:34,,00:01:39.7350000,,,,,,,,,,
1673,2019-10-13 03:05:37,2019-10-13 03:10:19,,00:01:41.5290000,,,,,,,,,,
1674,2019-10-13 03:10:22,2019-10-13 03:11:26,,,,,,,,,,,,
1675,2019-10-13 03:11:29,2019-10-13 03:14:52,,00:01:40.1130000,,,,,,,,,,
1676,2019-10-13 03:14:54,2019-10-13 03:16:33,,,,,,,,,,,,
1677,2019-10-13 03:16:34,2019-10-13 03:19:22,,00:01:41.2120000,,,,,,,,,,
1678,2019-10-13 03:19:24,2019-10-13 03:26:37,,00:01:42.0300000,00:03:11.7610000,00:01:24.3440000,,,,,,,,
1679,2019-10-13 03:26:40,2019-10-13 03:28:15,,,,,,,,,,,,
1680,2019-10-13 03:28:16,2019-10-13 03:30:01,,,,,,,,,,,,
1681,2019-10-13 03:30:03,2019-10-13 03:33:28,,00:01:40.5160000,,,,,,,,,,
1682,2019-10-13 03:33:31,2019-10-13 03:37:21,,00:01:40.9770000,,,,,,,,,,
1683,2019-10-13 03:37:24,2019-10-13 03:39:08,,,,,,,,,,,,
1684,2019-10-13 03:39:11,2019-10-13 03:53:19,,00:01:42.7710000,00:03:09.6200000,00:01:22.6060000,00:03:00,00:01:30.2290000,00:01:10,00:01:58.1860000,00:01:50.5380000,,,
1685,2019-10-13 03:53:22,2019-10-13 03:56:31,,00:01:40.0290000,,,,,,,,,,
